paper_id,year,title,raw_authors
hep-th/9904039,1999,A Regularization Scheme for the AdS/CFT Correspondence,W. Mueck and K.S. Viswanathan
hep-th/9904057,1999,Perturbative or Path-Integral Approach versus Operator-Formalism Approach,Mitsuo Abe and Noboru Nakanishi
hep-th/9903168,1999,Integrable theories in any dimension: a perspective,"Orlando Alvarez, L.A. Ferreira and J. Sanchez Guillen"
hep-th/9905005,1999,Quantum irreversibility in arbitrary dimension,D. Anselmi
hep-th/9909068,1999,Logarithmic Operators Fold D branes into AdS_3,"John Ellis (CERN), N.E. Mavromatos (Oxford) and Elizabeth Winstanley (Oxford)"
hep-th/9902128,1999,Localized Intersecting Brane Solutions of D=11 Supergravity,Haisong Yang
hep-th/9904150,1999,Sigma Models for Bundles on Calabi-Yau: A Proposal for Matrix String Compactifications,C. Hofman and J.-S. Park
hep-th/9912088,1999,Commuting Hamiltonians from Seiberg-Witten Theta-Functions,"A.Mironov, A.Morozov"
hep-th/9911028,1999,Large Gauge Ward Identity,"Ashok Das, Gerald Dunne and J. Frenkel"
hep-th/9906139,1999,A note on decoupling conditions for generic level $\hat{sl}(3)_k$ and fusion rules,"A. Ch. Ganchev, V. B. Petkova and G. M. T. Watts"
hep-th/9907182,1999,Yang-Mills theory as an Abelian theory without gauge fixing,"Sergei V. Shabanov (LPTHE, Univ. of Paris VI)"
hep-th/9911110,1999,Liouville bootstrap via harmonic analysis on a noncompact quantum group,"B. Ponsot, J. Teschner"
hep-th/9908142,1999,String Theory and Noncommutative Geometry,Nathan Seiberg and Edward Witten
hep-th/9912240,1999,Finite Temperature QED: Non-Cancellation of Infrared Divergencies and Thermal Corrections to the Electron Magnetic Moment,Adrian Muller
hep-th/9906131,1999,A 3d topological sigma model and D-branes,A. Imaanpur
hep-th/9910076,1999,AdS$_2$/CFT$_1$ correspondence and near-extremal black hole entropy,"J.Navarro-Salas, P.Navarro"
hep-th/9912147,1999,D-Branes on K3-Fibrations,"P.Kaste, W.Lerche, C.A.Lutken, J.Walcher"
hep-th/9902123,1999,Chern-Simons Theories in the AdS/CFT Correspondence,Pablo Minces and Victor O. Rivelles
hep-th/9901116,1999,Spectrum Generating Algebra and No-Ghost Theorem for Fermionic Massive String,"Zbigniew Hasiewicz, Zbigniew Jaskolski, Andrzej Ostrowski"
hep-th/9904172,1999,New Constraints on Chiral Gauge Theories,"Thomas Appelquist, Andrew Cohen, Martin Schmaltz, and Robert Shrock"
hep-th/9910269,1999,High Energy Scattering in the Brane-World and Black Hole Production,I.Ya.Aref'eva
hep-th/9911035,1999,On first order formulations of supergravities,B. Julia and S. Silva
hep-th/9912060,1999,Four-dimensional gravity on a thick domain wall,Martin Gremm
hep-th/9910188,1999,Equations of Motion for Massive Spin 2 Field Coupled to Gravity,"I.L. Buchbinder, D.M. Gitman, V.A. Krykhtin and V.D. Pershin"
hep-th/9909112,1999,"Chern-Simons Gravity, Wilson Lines and Large N Dual Gauge Theories",L.D. Paniak
hep-th/9908081,1999,Functional Integral in terms of the Field Strength: An Approach to Chiral Symmetry Breaking,N. Tanimura (Kyushu Univ.)
hep-th/9901102,1999,"Killing spinors, supersymmetries and rotating intersecting branes",P.K. Townsend
hep-th/9910016,1999,Non-renormalisation of extremal correlators in N=4 SYM theory,Massimo Bianchi and Stefano Kovacs (Universita` di Roma ``Tor Vergata'')
hep-th/9909083,1999,On the singular spectrum of the Almost Mathieu operator. Arithmetics and Cantor spectra of integrable models,P.B.Wiegmann
hep-th/9912007,1999,Shortening of primary operators in N-extended SCFT_4 and harmonic-superspace analyticity,"L. Andrianopoli, S. Ferrara, E. Sokatchev, B. Zupnik"
hep-th/9905145,1999,Extended supersymmetry in D=1+1,R. Amorim and J. Barcelos-Neto
hep-th/9901003,1999,N=1 D=4 supermembrane in the coset approach,"E. Ivanov, S. Krivonos"
hep-th/9903132,1999,Thermodynamic Stability and Phases of General Spinning Branes,Mirjam Cvetic (University of Pennsylvania) and Steven S. Gubser (Harvard)
hep-th/9909007,1999,BPS States in 10+2 Dimensions,Tatsuya Ueno
hep-th/9903023,1999,Localization Instability in the Rotating D-branes,"Rong-Gen Cai, Dahl Park and Kwang-Sup Soh"
hep-th/9905217,1999,Domain Wall Junctions are 1/4-BPS States,"Sean M. Carroll, Simeon Hellerman and Mark Trodden"
hep-th/9911130,1999,The partition function of a 3-dimensional topological scalar-vector model,Boguslaw Broda and Malgorzata Bakalarska
hep-th/9902064,1999,Borel Summation of the Derivative Expansion and Effective Actions,Gerald V. Dunne and Theodore M. Hall
hep-th/9908027,1999,Fractional Statistics and Chern-Simons Field Theory in 2+1 Dimensions,Avinash Khare
hep-th/9904056,1999,Gauge bosons and the AdS_3/LCFT_2 correspondence,Y. S. Myung and H. W. Lee (Inje University)
hep-th/9911248,1999,Casimir energy of a non-uniform string,"L. Hadasz, G. Lambiase, and V. V. Nesterenko"
hep-th/9906072,1999,Hamiltonian Approach to Lagrangian Gauge Symmetries,"R. Banerjee, H.J. Rothe and K.D. Rothe"
hep-th/9912091,1999,Bicovariant Calculus in Quantum Theory and a Generalization of the Gauss Law,"G. Bimonte, G. Marmo and A. Stern"
hep-th/9908057,1999,Again on the possible compositeness of the photon,"Valeri V. Dvoeglazov (Escuela de Fisica, UAZ)"
hep-th/9912206,1999,Target-Space Duality in Heterotic and Type I Effective Lagrangians,"Zygmunt Lalak, St\'ephane Lavignac, Hans Peter Nilles"
hep-th/9909046,1999,Three loop renormalization of the SU(N_c) non-abelian Thirring model,J.F. Bennett and J.A. Gracey
hep-th/9901042,1999,"K-Theory, Reality, and Orientifolds",Sergei Gukov
hep-th/9907123,1999,Duality in Topological Quantum Field Theories,Carlos Lozano
hep-th/9908209,1999,"On supergravity in (10,2)",Stephen Hewson
hep-th/9902056,1999,Nonselfdual solutions for gauge fields in Schwarzschild and deSitter backgrounds for dimension $d\geq 4$,A. Chakrabarti
hep-th/9911255,1999,Comparing Instanton Contributions with Exact Results in N=2 Supersymmetric Scale Invariant Theories,Philip C. Argyres and Sophie Pelland
hep-th/9906086,1999,Chiral Poincare transformations and their anomalies,Jan B. Thomassen
hep-th/9904208,1999,Null Branes in Curved Backgrounds,P. Bozhilov
hep-th/9910030,1999,Tools for supersymmetry,Antoine Van Proeyen
hep-th/9906213,1999,Sphaleron of a 4 dimensional SO(4) Higgs model,"B. Kleihaus, D.H. Tchrakian, F. Zimmerschied"
hep-th/9911022,1999,Tests of M-Theory from N=2 Seiberg-Witten Theory,"I.P. Ennes, S.G. Naculich, H. Rhedin, H.J. Schnitzer"
hep-th/9909174,1999,Aspects of classical backgrounds and scattering for affine Toda theory on a half-line,P. Bowcock and M. Perkins
hep-th/9906071,1999,Modular Theory and Eyvind Wichmann's Contributions to modern Particle Physics Theory,"Bert Schroer (CBPF, Rio de Janeiro)"
hep-th/9907216,1999,KK Spectroscopy of Type IIB Supergravity on AdS_5 x T^{11},"Anna Ceresole, Gianguido Dall'Agata and Riccardo D'Auria"
hep-th/9903106,1999,Gauge Transformation Properties of Vector and Tensor Potentials Revisited: a Group Quantization Approach,M. Calixto and V. Aldaya
hep-th/9906106,1999,On Hidden Symmetries in d=11 Supergravity and Beyond,H. Nicolai (AEI Potsdam)
hep-th/9912238,1999,Geometrical Evaluation of Star Products,Cosmas Zachos
hep-th/9911175,1999,On the Duffin-Kemmer-Petiau Formulation of the Covariant Hamiltonian Dynamics in Field Theory,I.V. Kanatchikov
hep-th/9905093,1999,On the Groundstate of Yang-Mills Quantum Mechanics,A.M. Khvedelidze and H.-P. Pavel
hep-th/9910267,1999,Diffeomorphisms and Holographic Anomalies,"C. Imbimbo, A. Schwimmer, S. Theisen, S. Yankielowicz"
hep-th/9902104,1999,Quantizing field theories in noncommutative geometry and the correspondence between anti de Sitter space and conformal field theory,"K. Kaviani, A.M. Ghezelbash"
hep-th/9912211,1999,Non-BPS domain wall configurations in a supersymmetric model,"V. A. Gani, A. E. Kudryavtsev"
hep-th/9912003,1999,A gerbe obstruction to quantization of fermions on odd dimensional manifolds with boundary,Alan Carey and Jouko Mickelsson
hep-th/9901018,1999,From Threebranes to Large N Gauge Theories,Igor R. Klebanov
hep-th/9905185,1999,A Speculative Approach to Quantum Gravity,Paul Federbush (University of Michigan)
hep-th/9905183,1999,Three Graviton Scattering in M-Theory,"R. Helling, J. Plefka, M. Serone and A. Waldron"
hep-th/9903142,1999,Glueball Mass Spectrum from Supergravity,Csaba Csaki and John Terning (Berkeley)
hep-th/9911060,1999,Stress-Energy Tensors for Higher Dimensional Gravity,"A. DeBenedictis, K. S. Viswanathan"
hep-th/9911090,1999,Charged Macroscopic type II Strings and their Networks,Alok Kumar
hep-th/9911197,1999,On the Flattening of Negative Curvature via T-Duality with a non-constant B-Field,Axel Krause
hep-th/9903130,1999,Hidden nonlinear supersymmetries in pure parabosonic systems,Mikhail Plyushchay
hep-th/9901009,1999,Holomorphic Vector Bundles and Non-Perturbative Vacua in M-Theory,"Ron Donagi, Andre Lukas, Burt A. Ovrut, Daniel Waldram"
hep-th/9905176,1999,Gravitational Axial Anomaly for Four Dimensional Conformal Field Theories,Johanna Erdmenger
hep-th/9904157,1999,The Complete Brane Solution in D-dimensional Coupled Gravity System,"Bihn Zhou, Chuan-Jie Zhu"
hep-th/9912008,1999,Local Quantum Theory beyond Quantization,"Bert Schroer (CBPF, Rio De Janeiro)"
hep-th/9903117,1999,"String Theory, Matrix Model, and Noncommutative Geometry",F. Ardalan
hep-th/9908028,1999,On Consistent Equations for Massive Spin-2 Field Coupled to Gravity in String Theory,"I.L. Buchbinder, V.A. Krykhtin and V.D. Pershin"
hep-th/9903135,1999,A Universal Lagrangian for Massive Yang-Mills Theories without Higgs Bosons,Shinichi Deguchi
hep-th/9904140,1999,Two-Loop Calculations in phi^4 Light-Front Field Theory,F.Antonuccio and J.O.Andersen
hep-th/9910250,1999,On Inherited Duality in N=1 d=4 Supersymmetric Gauge Theories,"Philip C. Argyres (Cornell, ITP Santa Barbara), Ken Intriligator (UC San Diego, Inst. for Adv. Study), Robert G. Leigh (Illinois), Matthew J. Strassler (Inst. for Adv. Study)"
hep-th/9906059,1999,The Semispin Groups in String Theory,Brett McInnes
hep-th/9904073,1999,AdS/CFT dualities involving large 2d N=4 superconformal symmetry,"Jan de Boer, Andrea Pasquinucci and Kostas Skenderis"
hep-th/9911122,1999,Non-local Symmetries of Nonlinear Field Equations: an Algebraic Approach,"M. Leo, R.A. Leo, G. Soliani and P. Tempesta"
hep-th/9912069,1999,Gauge Theoretic Formulation of Dilatonic Gravity Coupled to Particles,Victor O. Rivelles
hep-th/9901001,1999,String Junctions and Their Duals in Heterotic String Theory,Yosuke Imamura
hep-th/9912185,1999,Compactification of M(atrix) theory on noncommutative toroidal orbifolds,A. Konechny and A. Schwarz
hep-th/9911217,1999,Kasner Asymptotics of Horava-Witten Cosmology,Mariusz P. Dabrowski
hep-th/9902080,1999,Flavor ``Conservation'' and Hierarchy in TeV-scale Supersymmetric Standard Model,Zurab Kakushadze
hep-th/9902144,1999,Renormalization group for the internal space,"Jean Alexandre, Janos Polonyi"
hep-th/9905054,1999,Conformal field theory of the integer quantum Hall plateau transition,Martin R. Zirnbauer
hep-th/9908143,1999,The Prepotential of N=2 SU(2) x SU(2) Supersymmetric Yang-Mills Theory with Bifundamental Matter,Ulrike Feichtinger
hep-th/9906058,1999,On Spherically Symmetric Breathers in Scalar Theories,"James N. Hormuzdiar, Stephen D. H. Hsu"
hep-th/9907051,1999,Conformality from Field-String Duality on Abelian Orbifolds,Paul H. Frampton
hep-th/9909142,1999,Periodic Bounce for Nucleation Rate at Finite Temperature in Minisuperspace Models,"J. -Q. Liang, H. J. W. M\""{u}ller-Kirsten, Y. -B. Zhang, A. V. Shurgaia, S. -P. Kou, D. K. Park"
hep-th/9905134,1999,"Osp(N|4) supermultiplets as conformal superfields on \partial AdS_4 and the generic form of N=2, D=3 gauge theories","D. Fabbri, P. Fre`, L. Gualtieri and P. Termonia"
hep-th/9903009,1999,Tunneling and Nucleation Rate in the (\lambda\phi^4/4! + \sigma\phi^6/6!)_3 Model,"Gabriel H. Flores, Rudnei O. Ramos and N. F. Svaiter"
hep-th/9906019,1999,BFT Embedding of Second-Class Systems,M. Fleck and H. O. Girotti (Instituto de F\'isica - UFRGS)
hep-th/9910231,1999,Positive Mass Theorem for Black Holes in Einstein-Maxwell Axion-dilaton Gravity,Marek Rogatko (Technical Un. of Lublin)
hep-th/9901125,1999,Higher Derivative Chern--Simons Extensions,S. Deser (Brandeis University) and R. Jackiw (MIT)
hep-th/9902106,1999,On the Holographic S-matrix,I.Ya. Aref'eva
hep-th/9902014,1999,Functional versus canonical quantization of a nonlocal massive vector-gauge theory,R. Amorim and J. Barcelos-Neto
hep-th/9908208,1999,"Dirac Equations, Light Cone Supersymmetry, and Superconformal Algebras",Lars Brink and P. Ramond
hep-th/9903187,1999,Perturbative quantum gauge fields on the noncommutative torus,T. Krajewski and R. Wulkenhaar
hep-th/9902006,1999,"Vacuum Energy, Variational Methods and the Casimir Energy",Remo Garattini
hep-th/9907122,1999,A cluster-separable Born approximation for the 3D reduction of the three-fermion Bethe-Salpeter equation,J. Bijtebier
hep-th/9907137,1999,The non chiral fusion rules in rational conformal field theories,"A. Rida (1), T. Sami (2) ((1) USTHB, Alger Algerie, (2) SUBATECH, Nantes France)"
hep-th/9903028,1999,Intersecting Orbifold Planes and Local Anomaly Cancellation in M-Theory,"Michael Faux, Dieter Luest and Burt A. Ovrut"
hep-th/9908149,1999,Casimir Effect: The Classical Limit,"J. Feinberg, A. Mann and M. Revzen"
hep-th/9904166,1999,Degeneracy and Para-supersymmetry of Dirac Hamiltonian in (2+1)- Spacetime,"M. A. Jafarizadeh, S. K. Moayedi"
hep-th/9908022,1999,Thermodynamics of Kerr-Newman-AdS Black Holes and Conformal Field Theories,"Marco M. Caldarelli, Guido Cognola, Dietmar Klemm"
hep-th/9908185,1999,New maverick coset theories,"B. Pedrini, C. Schweigert, J. Walcher"
hep-th/9901120,1999,Whitham Deformations of Seiberg-Witten Curves for Classical Gauge Groups,Kanehisa Takasaki
hep-th/9911023,1999,Exact Solution of the Six-Vertex Model on a Random Lattice,Ivan Kostov
hep-th/9903253,1999,Chiral symmetry breaking as a consequence of nontrivial spatial topology,Yurii A. Sitenko
hep-th/9911156,1999,Heterotic Anomaly Cancellation in Five Dimensions,Andre Lukas and K.S. Stelle
hep-th/9909224,1999,Elliptic analog of the Toda lattice,I. M. Krichever (Columbia University and Landau Institute for Theoretical Physics)
hep-th/9906008,1999,Multiinstantons in curvilinear coordinates,"A. A. Abrikosov, jr"
hep-th/9912225,1999,"BPS Amplitudes, Helicity Supertraces and Membranes in M-Theory","Bernard de Wit, Dieter Lust"
hep-th/9910019,1999,On 1/N Corrections to the Entropy of Noncommutative Yang-Mills Theories,J.L.F. Barbon and E. Rabinovici
hep-th/9911160,1999,Correlation functions in the Coulomb branch of N=4 SYM from AdS/CFT correspondence,"R.C.Rashkov, K.S.Viswanathan"
hep-th/9901161,1999,Duality in the Context of Topological Quantum Field Theory,J. M. F. Labastida and Carlos Lozano
hep-th/9910147,1999,One-loop Regularization of Supergravity II: The Dilaton and the Superfield Formulation,Mary K. Gaillard
hep-th/9904072,1999,Relativistic Gamow Vectors,"A. Bohm, H. Kaldass and S. Wickramasekara and P. Kielanowski"
hep-th/9909060,1999,Branched Polymer Revisited,"Hajime Aoki, Satoshi Iso, Hikaru Kawai and Yoshihisa Kitazawa"
hep-th/9910187,1999,Quantum Field Theory of Topological Defects as Inhomogeneous Condensates,Massimo Blasone and Petr Jizba
hep-th/9903076,1999,Feynman integrals with tensorial structure in the negative dimensional integration scheme,"A. T. Suzuki, and A. G. M. Schmidt"
hep-th/9908135,1999,Supersymmetric Three-cycles and (Super)symmetry Breaking,Shamit Kachru and John McGreevy
hep-th/9904126,1999,Fractional Supersymmetry and Fth-Roots of Representations,M. Rausch de Traubenberg and M. J. Slupinski
hep-th/9904082,1999,Angular Quantization of the Sine-Gordon Model at the Free Fermion Point,"S. Khoroshkin, A. LeClair, S. Pakuliak"
hep-th/9901123,1999,"Classification of the N=2, Z2 X Z2-symmetric type II orbifolds and their type II asymmetric duals","A. Gregori, C. Kounnas and J. Rizos"
hep-th/9912153,1999,Manifest Supersymmetry in Non-Commutative Geometry,Chong-Sun Chu and Frederic Zamora
hep-th/9910194,1999,"D1/D5 System with B-field, Noncommutative Geometry and the CFT of the Higgs Branch","Avinash Dhar, Gautam Mandal, Spenta R. Wadia and K.P. Yogendran"
hep-th/9905228,1999,Boundary Dynamics of Higher Dimensional AdS Spacetime,"J. Gegenberg (U. New Brunswick), G. Kunstatter (U. Winnipeg)"
hep-th/9907026,1999,Superpotentials and Membrane Instantons,J. A. Harvey and G. Moore
hep-th/9902100,1999,The 0-brane action in a general D=4 supergravity background,"Marco Billo, Sergio Cacciatori, Frederik Denef, Pietro Fre, Antoine Van Proeyen and Daniela Zanon"
hep-th/9910052,1999,Multiple Dp-branes in Weak Background Fields,Washington Taylor and Mark Van Raamsdonk
hep-th/9903047,1999,Instanton-like Excitations in 2D Fermionic Field Theory,"J.L. Cortes, J. Gamboa, I. Schmidt and J. Zanelli"
hep-th/9911032,1999,"Dirac-K\""ahler approach connected to quantum mechanics in Grassmann space","N. Mankoc Borstnik (Univ. of Ljubljana), H. B. Nielsen (Niels Bohr Institute)"
hep-th/9902082,1999,Superalgebra and Conservative Quantities in N=1 Self-dual Supergravity,"Sze-Shiang Feng, Bin Wang"
hep-th/9911245,1999,Instantons in the U(1) Born-Infeld Theory and Noncommutative Gauge Theory,Seiji Terashima
hep-th/9912229,1999,A New Mechanism of Spontaneous SUSY Breaking,"M. Sakamoto, M. Tachibana, K. Takenaga"
hep-th/9907183,1999,D-branes on Group Manifolds and Deformation Quantization,Hugo Garcia-Compean and Jerzy F. Plebanski
hep-th/9908164,1999,Flat connections for Yang-Mills theories on the 3--torus,Arjan Keurentjes
hep-th/9907056,1999,"An SL(2,R) Model of Constrained Systems: Algebraic Constraint Quantization",M. Trunk
hep-th/9905100,1999,Matter Representations and Gauge Symmetry Breaking via Compactified Space,Hisaki Hatanaka
hep-th/9910159,1999,Limits of the D-brane action,"Ulf Lindstrom, Maxim Zabzine (Stockholm U.) and Aleksandr Zheltukhin (Stockholm U. and Kharkov IPT)"
hep-th/9907110,1999,Waves on Noncommutative Spacetime and Gamma-Ray Bursts,Giovanni Amelino-Camelia and Shahn Majid
hep-th/9912196,1999,Thermodynamic Bethe Ansatz of the Homogeneous Sine-Gordon models,"O.A. Castro-Alvaredo, A. Fring, C. Korff, J.L.Miramontes"
hep-th/9911094,1999,Mirror Symmetry and Toric Geometry in Three-Dimensional Gauge Theories,Nick Dorey and David Tong
hep-th/9903256,1999,Remarks on the Atiyah-Hitchin metric,Ioannis Bakas
hep-th/9905174,1999,Absorption of dilaton partial waves by D3-branes,"Igor Klebanov, Washington Taylor, and Mark Van Raamsdonk"
hep-th/9901045,1999,The O(dd) Story of Massive Supergravity,Nemanja Kaloper and Robert C. Myers
hep-th/9901114,1999,Definition of Magnetic Monopole Numbers for SU(N) Lattice Gauge-Higgs Models,"S. Hollands (U. of York), M. Mueller-Preussker (Humboldt-U.)"
hep-th/9906220,1999,Tachyon Stabilization in the AdS/CFT Correspondence,Igor R. Klebanov
hep-th/9912237,1999,Chiral Hybrid Bag Model with the Boson Field inside the Bag,"I. Cherednikov, S. Fedorov, M. Khalili and K. Sveshnikov"
hep-th/9905036,1999,T-Duality Can Fail,Paul S. Aspinwall and M. Ronen Plesser
hep-th/9910116,1999,Euclidean Freedman-Schwarz model,Mikhail S. Volkov
hep-th/9906004,1999,Quantum Kaluza-Klein Compactification,C.Sochichiu
hep-th/9911214,1999,Gauge Invariance of the Quantum Electrodynamics in the Causal Approach to Renormalization Theory,Dan Radu Grigore
hep-th/9905067,1999,On QCD_2 from supergravity and mass gaps in QCD,Joao Correia and Troels Harmark
hep-th/9912022,1999,Calibrated Geometries and Non Perturbative Superpotentials in M-Theory,Rafael Hernandez
hep-th/9911230,1999,Asymptotically Anti-de Sitter Space-times: Conserved Quantities,"Abhay Ashtekar and Saurya Das (CGPG, Penn State University)"
hep-th/9907149,1999,Non linear $\sigma$ models : renormalisability versus geometry,Guy Bonneau
hep-th/9908183,1999,Surface observables and the Weyl anomaly,Mans Henningson
hep-th/9904067,1999,Spin and Isospin in Quaternion Quantum Mechanics,M. D. Maia
hep-th/9903018,1999,The Indispensability of Ghost Fields in the Light-Cone Gauge Quantization of Gauge Fields,Yuji Nakawaki and Gary McCartor
hep-th/9903105,1999,Ward Identity for Membranes,A. Ghosh and J. Maharana
hep-th/9911211,1999,Split dimensional regularization for the Coulomb gauge at two loops,"G. Heinrich, G. Leibbrandt"
hep-th/9912098,1999,A Candidate for Renormalizable and Diffeomorphism Invariant 4D Quantum Theory of Gravity,Ken-ji Hamada (KEK)
hep-th/9903008,1999,Loop corrections and graceful exit in string cosmology,"Stefano Foffa, Michele Maggiore and Riccardo Sturani"
hep-th/9905120,1999,A Condensation of Interacting Bosons in Two Dimensional Space,S. G. Rajeev
hep-th/9910091,1999,Non-Commutative Geometry on a Discrete Periodic Lattice and Gauge Theory,I. Bars and D. Minic
hep-th/9904147,1999,Improved heavy quark potential at finite temperature from anti-de Sitter supergravity,Satchidananda Naik
hep-th/9909110,1999,Little String Theory in a Double Scaling Limit,"A. Giveon, D. Kutasov"
hep-th/9905091,1999,Three-graviton scattering and recoil effects in M-atrix theory,"Andrea Refolli, Niccolo' Terzi and Daniela Zanon"
hep-th/9908046,1999,Structure constants for the D-series Virasoro minimal models,Ingo Runkel
hep-th/9904098,1999,Note on the boundary terms in AdS/CFT correspondence for Rarita-Schwinger field,R.C.Rashkov
hep-th/9907128,1999,The longitudinal fivebrane and tachyon condensation in matrix theory,M. Massar and J. Troost
hep-th/9903143,1999,Anti-De Sitter BPS Black Holes in N=2 Gauged Supergravity,W. A. Sabra
hep-th/9901017,1999,Five--Branes and Supersymmetry Breaking in M--Theory,"Andre Lukas, Burt A. Ovrut and Daniel Waldram"
hep-th/9903228,1999,"Negative Energy, Superluminosity and Holography","Joseph Polchinski, Leonard Susskind and Nicolaos Toumbas"
hep-th/9907197,1999,On the interactions of Skyrmions with domain walls,"A.E. Kudryavtsev (ITEP, Moscow), B.M.A.G. Piette (Uni. of Durham), W.J. Zakrzewski (Univ. of Durham)"
hep-th/9901141,1999,Light-cone quantization of two dimensional field theory in the path integral approach,Jos\'e Luis Cort\'es and Jorge Gamboa
hep-th/9903229,1999,Misner String Entropy,R.B. Mann
hep-th/9906053,1999,The light spectrum near the Argyres-Douglas point,Andreas Gustavsson and Mans Henningson
hep-th/9906006,1999,M-theory resolution of four-dimensional cosmological singularities via U-duality,A. Feinstein and M.A. Vazquez-Mozo
hep-th/9901072,1999,Moyal Nahm Equations,Linda Baker and David Fairlie
hep-th/9912032,1999,Quantum Annihilation of Anti- de Sitter Universe,Iver Brevik and Sergei D. Odintsov
hep-th/9912021,1999,Local BRST cohomology for p-form gauge theories,Bernard Knaepen
hep-th/9909034,1999,Solutions of the Einstein-Dirac and Seiberg-Witten Monopole Equations,Cihan Saclioglu
hep-th/9912289,1999,Gauge Fixing in the Chain by Chain Method,A Shirzad and F Loran
hep-th/9904061,1999,Discontinuous behavior of perturbative Yang-Mills theories in the limit of dimensions D->2,"A. Bassetto, R. Begliuomini and G. Nardelli"
hep-th/9904117,1999,Supersymmetric brane actions from interpolating dualisations,Anders Westerberg and Niclas Wyllard
hep-th/9911118,1999,"Quantization of the Graviton Field, Characterization of the Physical Subspace and Unitarity in Causal Quantum Gravity",Nicola Grillo
hep-th/9902081,1999,A Study of a Non-Abelian Generalization of the Born-Infeld Action,Jeong-Hyuck Park
hep-th/9906070,1999,CFT's From Calabi-Yau Four-folds,"S. Gukov, C. Vafa and E. Witten"
hep-th/9908009,1999,Projective resolutions of coherent sheaves and descent relations between branes,A. Tomasiello
hep-th/9912220,1999,On Feynman graphs as elements of a Hopf algebra,Raimar Wulkenhaar (CPT Marseille)
hep-th/9909111,1999,On the Rotating Charged BTZ Metric,Alberto Garcia
hep-th/9908052,1999,Noncommutative Regularization for the Practical Man,Eli Hawkins
hep-th/9902183,1999,Quantum Global Structure of de Sitter Space,Raphael Bousso (Stanford)
hep-th/9910087,1999,Non-commutative Unification in Brane World,Zurab Kakushadze
hep-th/9909203,1999,"Five-dimensional N=4, SU(2) X U(1) Gauged Supergravity from Type IIB","H. Lu, C.N. Pope and T.A. Tran"
hep-th/9908196,1999,Discrete Spectrum of the Graviton in the $AdS^5$ Black Hole Background,"Richard C. Brower (Boston University), Samir D. Mathur (MIT), Chung-I Tan (Brown University)"
hep-th/9903158,1999,Symplectic reduction of p-form electrodynamics,D. Chruscinski
hep-th/9905212,1999,A Monograph on the Classification of the Discrete Subgroups of SU(4),Amihay Hanany and Yang-Hui He
hep-th/9910192,1999,Local Symmetries in the AdS_7/CFT_6 Correspondence,M. Nishimura and Y. Tanii
hep-th/9902009,1999,Master equation in the general gauge: on the problem of infinite reducibility,G. A. Vilkovisky (Lebedev Institute)
hep-th/9911091,1999,"Holography, degenerate horizons and entropy","Diego J. Navarro, Jose Navarro-Salas and Pedro Navarro"
hep-th/9909188,1999,The structure of N=3 multiplets in AdS_4 and the complete Osp(3|4) X SU(3) spectrum of M-theory on AdS_4 X N^{010},"Pietro Fre', Leonardo Gualtieri and Piet Termonia"
hep-th/9912201,1999,Irreducible Hamiltonian BRST approach to topologically coupled abelian forms,"C. Bizdadea, E. M. Cioroianu, S. O. Saliu"
hep-th/9906016,1999,Spectrum of $\gamma$-Fluids: A Statistical Derivation,"J. A. E. Carrillo, J. A. S. Lima and A. Maia Jr"
hep-th/9908015,1999,Isospin from Spin by Compositenes,"Bertfried Fauser, Heinz Dehnen"
hep-th/9908034,1999,Domain walls and dimensional reduction,"C.D. Fosco, R.C. Trinchero"
hep-th/9911215,1999,The Renormalization Group Approach to the Confining String,Enrique Alvarez and C\'esar G\'omez
hep-th/9905118,1999,Worldvolume Dynamics of D-branes in a D-brane Background,"J. M. Camino, A. V. Ramallo and J. M. Sanchez de Santos"
hep-th/9905102,1999,Graded KMS Functionals and the Breakdown of Supersymmetry,"Detlev Buchholz, Roberto Longo"
hep-th/9904026,1999,Perturbative Gravity from QCD Amplitudes,"Z. Bern, A. K. Grant"
hep-th/9903165,1999,M-Theory and the Light Cone,Joseph Polchinski
hep-th/9911042,1999,On the geometry of non-trivially embedded branes,Ruben Minasian and Dimitrios Tsimpis
hep-th/9904199,1999,The Spectral Density of the QCD Dirac Operator and Patterns of Chiral Symmetry Breaking,D. Toublan and J.J.M. Verbaarschot
hep-th/9905162,1999,Born-Infeld Dynamics in Uniform Electric Field,Koji Hashimoto
hep-th/9912223,1999,Regularized Casimir energy for an infinite dielectric cylinder subject to light-velocity conservation,Israel Klich and August Romeo
hep-th/9911187,1999,Affine Kac-Moody Algebras and the Wess-Zumino-Witten Model,Mark Walton
hep-th/9904015,1999,"QFT, String Temperature and the String Phase of De Sitter Space-time",M. Ram'on Medrano and N. S'anchez
hep-th/9907079,1999,Scalar Field Theory in the AdS/CFT Correspondence Revisited,"Pablo Minces, Victor O. Rivelles"
hep-th/9908070,1999,Proof of Classical Versions of the Bousso Entropy Bound and of the Generalized Second Law,"Eanna E. Flanagan (Cornell), Donald Marolf (Syracuse University), Robert M. Wald (University of Chicago)"
hep-th/9905206,1999,Optimization of Renormalization Group Flow,"Sen-Ben Liao, Janos Polonyi, and Michael Strickland"
hep-th/9903203,1999,Stress Tensors and Casimir Energies in the AdS/CFT Correspondence,Robert C. Myers
