author1,author2,first_year,weight
H. Kleinert,V. V. Nesterenko,1996,1
H. Konno,M. Jimbo,1994,1
H. Konno,R. Kedem,1994,1
H. Konno,T. Kojima,1994,1
H. Konno,T. Miwa,1994,1
H. Kroger,K. J. M. Moriarty,1999,2
H. Kroger,N. Scheu,1999,1
H. Kroger,S. G. Rubin,1999,1
H. Kroger,T. Heinzl,1999,1
H. Kroger,X. Q. Luo,1999,2
H. Kubo,J. Shiraishi,1996,1
H. Kubo,S. Odake,1996,1
H. Kunitomo,Y. Arakane,1996,1
H. Kuratsuji,T. Hatsuda,1994,1
H. Kurokawa,T. Fujiwara,1998,1
H. Kurokawa,Y. Takimoto,1998,1
H. L. Carrion,M. Rojas,2001,4
H. L. Carrion,R. De Lima Rodrigues,2002,1
H. L. Wong,Z. Bern,1999,1
H. Larsson,P. Sundell,2001,1
H. Li,R. Jackiw,2002,1
H. Li,S.-Y. Pi,2002,1
H. Li,V. P. Nair,2002,1
H. Liebl,W. Kummer,1997,4
H. Liivat,I. Ots,2001,1
H. Liivat,R. Saar,2001,1
H. Liivat,R.-K. Loide,2001,1
H. Lu,H. Sati,1999,1
H. Lu,I. V. Lavrinenko,1996,6
H. Lu,J. F. Vazquez-Poritz,2000,7
H. Lu,J. Liu,1997,1
H. Lu,J. Maharana,1997,1
H. Lu,J. R. Bienkowska,1992,1
H. Lu,J. Rahmfeld,1998,1
H. Lu,J. X. Lu,1999,1
H. Lu,James T. Liu,1999,5
H. Lu,K. S. Stelle,1992,18
H. Lu,K. Thielemans,1993,2
H. Lu,K. W. Xu,1992,9
H. Lu,K.-W. Xu,1994,3
H. Lu,M. Bremer,1998,1
H. Lu,M. Cvetic,1998,43
H. Lu,M. J. Duff,1995,10
H. Lu,M. S. Bremer,1997,1
H. Lu,Mirjam Cvetic,2001,1
H. Lu,N. Khviengia,1996,2
H. Lu,P. C. West,1992,1
H. Lu,P. Hoxha,1999,1
H. Lu,P. K. Townsend,1996,2
H. Lu,P. M. Cowdall,1996,1
H. Lu,P. Wagner,2002,1
H. Lu,R. Martinez-Acosta,1999,1
H. Lu,S. C. Zhao,1993,2
H. Lu,S. Cucu,2003,2
H. Lu,S. Mukherji,1996,4
H. Lu,S. S. Gubser,1999,1
H. Lu,S. Schrans,1992,5
H. Lu,T. A Tran,1999,2
H. Lu,T. A. Tran,1997,7
H. Lu,T. R. Tran,1997,1
H. Lu,X. J. Wang,1992,13
H. Lu,Z. Khviengia,1994,5
H. Lu,Z. W. Chong,2002,1
H. Lu. C. N. Pope,K.-W. Xu,1996,1
H. M. Babujian,R. Flume,1993,1
H. M. Bosselmann,N. A. Papadopoulos,1996,1
H. M. Chan,S. T. Tsou,1997,2
H. M. Fried,J. Avan,2002,1
H. M. Fried,R. P. Woodard,2001,1
H. M. Fried,Y. Gabellini,2002,2
H. M. Sadjadi,Kh. Saaidi,2000,1
H. Mathur,R. Shankar,1994,1
H. Merabet,N. S. Manton,1996,1
H. Meyer,M. Giovannini,2001,1
H. Meyer,M. Shaposhnikov,2001,1
H. Min,M. Leblanc,1992,1
H. Minowa,M. Nakamura,1997,1
H. Minowa,N. Okamoto,1997,1
H. Miyazaki,I. Tsutsui,1998,1
H. Miyazaki,K. Fujii,1997,1
H. Miyazaki,K. Horie,1998,1
H. Miyazaki,N. Chepilko,1997,1
H. Miyazaki,N. Ogawa,1997,1
H. Miyazaki,S. Tanimura,1998,1
H. Miyazaki,T. Okazaki,1997,1
H. Mohrbach,J. Lages,2003,1
H. Mohrbach,J. Polonyi,1996,2
H. Mohrbach,P. Gosselin,2000,1
H. Mohrbach,V. Branchina,1996,3
H. Mohseni Sadjadi,M. Alimohammadi,1996,4
H. Mohseni. Sadjadi,Kh. Saaidi,2000,1
H. Montani,N. R. F. Braga,1994,1
H. Montani,R. Montemayor,1998,1
H. Montani,R. Trinchero,1996,1
H. Morales,M. Chaves,1998,2
H. Murayama,J. E. Wang,2001,1
H. Murayama,J. Evslin,2001,1
H. Murayama,U. Varadarajan,2001,1
H. N. Nazareno,M. A. Rego-Monteiro,2000,1
H. Nakatani,H. Otsu,1997,2
H. Nakatani,S. Kitakado,1997,2
H. Nakatani,T. Sato,1997,2
H. Nastase,J. Maldacena,2002,1
H. Nastase,K. S. Narain,2002,1
H. Nastase,K. Schalm,1998,1
H. Nastase,R. Siebelink,1998,1
H. Neuberger,R. Narayanan,1997,1
H. Neuberger,Y. Kikukawa,1997,1
H. Nicolai,H. Samtleben,1996,8
H. Nicolai,J. Plefka,2001,1
H. Nicolai,K. Koepsell,1996,5
H. Nicolai,M. Gunaydin,1997,3
H. Nicolai,M. Henneaux,2002,2
H. Nicolai,M. T. Grisaru,1992,1
H. Nicolai,O. Barwald,1997,1
H. Nicolai,P. C. West,1995,1
H. Nicolai,R. W. Gebert,1994,6
H. Nicolai,T. Damour,2002,2
H. Nicolai,T. Fischbacher,2002,1
H. Nieder,J. M. Grimstrup,2001,1
H. Nieder,L. Popp,2000,1
H. Nieder,M. Schweda,2000,2
H. Nieder,T. Pisar,2000,2
H. Nishino,Jr,1992,2
H. Nishino,Jr.,1992,2
H. Nishino,S. J. Gates,1992,4
H. Nishino,S. V. Ketov,1992,3
H. Noh,J. Hwang,2002,2
H. Nordstrom,J. Grundberg,1992,1
H. Nordstrom,U. Lindstrom,1992,1
H. O. Girotti,J. L. Delyra,1992,2
H. O. Girotti,J. R. Nascimento,1997,1
H. O. Girotti,J. R. S. Nascimento,1992,2
H. O. Girotti,M. Fleck,1994,2
H. O. Girotti,M. Gomes,1992,11
H. O. Girotti,Marcelo Gomes,2001,1
H. O. Girotti,P. S. Kuhn,1994,1
H. O. Girotti,R. S. Mendes,1992,2
H. O. Girotti,V. O. Rivelles,1992,7
H. O. Girotti,Victor O. Rivelles,1999,2
H. Ocampo,I. H. Brevik,1997,1
H. Ocampo,S. D. Odintsov,1997,1
H. Ochiai,K. Sato,2000,1
H. Ochiai,T. Shiromizu,2001,1
H. Ooguri,J. De Boer,2001,1
H. Ooguri,J. Maldacena,1999,1
H. Ooguri,K. Becker,1996,1
H. Ooguri,M. Becker,1996,1
H. Ooguri,M. Bershadsky,1993,2
H. Ooguri,O. Aharony,1999,1
H. Ooguri,R. Dijkgraaf,2001,1
H. Ooguri,S. Cecotti,1993,2
H. Ooguri,S. S. Gubser,1999,1
H. Ooguri,Y. Oz,1996,2
H. Ooguri,Z. Yin,1996,1
H. Osborn,J. Erdmenger,1996,1
H. Osborn,J. I. Latorre,1997,1
H. Otsu,S. Kitakado,1997,5
H. Otsu,T. Sato,1997,5
H. Ozaki,K. Okano,1999,1
H. P. Nilles,K. A. Meissner,2002,1
H. P. Nilles,M. G. A. Walter,2002,2
H. P. Nilles,M. Olechowski,1997,7
H. P. Nilles,M. Yamaguchi,1997,2
H. P. Nilles,P. Mayr,1993,1
H. P. Nilles,S. Groot Nibbelink,2001,5
H. P. Nilles,S. Stieberger,1993,4
H. P. Nilles,S. Theisen,1997,1
H. P. Nilles,Z. Lalak,1994,2
H. P. Noyes,L. H. Kauffman,1996,1
H. Panagopoulos,L. Del Debbio,2002,1
H. Partouche,I. Antoniadis,1995,5
H. Partouche,P. Kaste,2001,1
H. Partouche,S. Ferrara,1998,2
H. Partouche,T. R. Taylor,1995,4
H. Perez Rojas,J. L. Lucio M.,1993,1
H. Perez Rojas,M. Chaichian,1993,2
H. Perez Rojas,M. Vargas,1993,1
H. Perez Rojas,R. Gonzalez Felipe,1994,1
H. Quevedo,J. D. Vergara,2001,1
H. Quevedo,J. David Vergara,2003,1
H. Quevedo,M. Rosenbaum,2001,2
H. R. Christiansen,J. A. Helayel-Neto,1998,3
H. R. Christiansen,L. R. U. Manssur,1998,2
H. R. Christiansen,M. B. Silva Neto,1999,1
H. R. Christiansen,M. M. Ferreira Jr,2000,1
H. R. Christiansen,M. S. Cunha,1997,3
H. R. Christiansen,N. D. Vlachos,1999,1
H. R. Christiansen,N. Grandi,1999,1
H. R. Christiansen,O. M. Del Cima,2000,1
H. R. Hollmann,I. Gaida,1998,1
H. R. Hollmann,J. M. Stewart,1998,1
H. R. Karadayi,M. Gungormez,1996,2
H. R. Sepangi,H. Salehi,1998,1
H. R. Vanaie,N. Riazi,2003,1
H. Reinhardt,J. C. R. Bloch,2002,1
H. Reinhardt,J. D. Laenge,2003,1
H. Reinhardt,J. Gattnar,2002,1
H. Reinhardt,K. Langfeld,1996,3
H. Reinhardt,L. Von Smekal,2003,1
H. Reinhardt,M. Engelhardt,1999,5
H. Reinhardt,M. Faber,2000,1
H. Reinhardt,M. Quandt,1996,5
H. Reinhardt,O. Schroeder,2002,1
H. Reinhardt,R. Alkofer,2003,1
H. Reinhardt,T. Mendes,2002,1
H. Reinhardt,T. Tok,2000,4
H. Reinhardt,V. Ch. Zhukovsky,2002,1
H. Rhedin,H. Schnitzer,1999,2
H. Rhedin,I. Ennes,1999,2
H. Rhedin,I. P. Ennes,1999,2
H. Rhedin,S. G. Naculich,1999,2
H. Rhedin,S. Naculich,1999,2
H. Robins,J. Rahmfeld,2000,1
H. Robins,J. Tannenhauser,2000,1
H. Robins,P. Claus,2000,1
H. Robins,Y. Zunger,2000,1
H. Roemer,M. Bordemann,1996,1
H. Ruegg,J. Lukierski,1993,1
H. Ruegg,W. J. Zakrzewski,1993,1
H. S. Blas Achic,L. A. Ferreira,1999,1
H. S. Cho,H. W. Braden,1992,1
H. S. Cho,I. G. Koh,1992,1
H. S. Cho,J. D. Kim,1992,2
H. S. Cho,R. Sasaki,1992,1
H. S. Egawa,S. Horata,2000,1
H. S. Reall,M. J. Perry,1999,1
H. S. Reall,S. W. Hawking,1999,4
H. S. Reall,T. Hertog,2000,2
H. S. Sharatchandra,Indrajit Mitra,2002,3
H. S. Sharatchandra,J. S. Prakash,1996,1
H. S. Sharatchandra,N. D. Hari Dass,1995,1
H. S. Sharatchandra,Pushan Majumdar,1998,5
H. S. Sharatchandra,Rahul Basu,1995,1
H. S. Sharatchandra,Ramesh Anishetty,1995,2
H. S. Song,J. S. Shim,1994,2
H. S. Song,S. Y. Choi,1994,1
H. Salehi,Y. Bisabr,2000,3
H. Saleur,J. Rasmussen,2002,1
H. Saleur,N. P. Warner,1993,3
H. Saleur,N. Read,2001,1
H. Saleur,N. Yu Reshetikhin,1993,1
H. Saleur,P. Fendley,1992,7
H. Saleur,P. Mathieu,2002,1
H. Saleur,P. Simonetti,1998,1
H. Saleur,S. Lukyanov,1997,1
H. Saleur,S. Skorik,1994,3
H. Saleur,W. M. Koo,1993,2
H. Samtleben,K. Koepsell,1999,2
H. Samtleben,M. Abou-Zeid,2001,1
H. Samtleben,M. Niedermaier,1999,1
H. Samtleben,T. Fischbacher,2002,1
H. Sati,J. X. Lu,1999,1
H. Sati,James T. Liu,1999,6
H. Sati,M. Cvetic,1999,1
H. Sati,M. J. Duff,1999,5
H. Sati,P. Hoxha,1999,1
H. Sati,R. Martinez-Acosta,1999,1
H. Sati,T. A. Tran,1999,1
H. Sazdjian,I. T. Todorov,1994,1
H. Sazdjian,Y. S. Stanev,1994,1
H. Schnitzer,I. Ennes,1999,4
H. Schnitzer,N. Wyllard,2002,2
H. Schnitzer,S. Naculich,1999,6
H. Shimada,S. Dobashi,2002,1
H. Shimada,T. Yoneya,2002,1
H. Singh,J. Maharana,1995,4
H. Singh,J. X. Lu,2000,2
H. Singh,R. Parwani,1996,1
H. Singh,S. Kar,1995,1
H. Singh,S. Roy,2000,2
H. Skarke,M. Kreuzer,1993,8
H. Skarke,M. Mandelberg,1996,2
H. Sonoda,K. Ranganathan,1993,1
H. Steinacker,J. Madore,1999,2
H. Steinacker,R. Hinterding,1999,1
H. Steinacker,S. Cho,1999,1
H. Storch,R. Flume,2001,2
H. Storch,R. Poghossian,2001,2
H. Stuben,M. Gockeler,1997,1
H. Stuben,P. Rakow,1997,1
H. Stuben,R. Horsley,1997,1
H. Stuben,V. Linke,1997,1
H. Suelmann,M. De Roo,1992,1
H. Suganuma,H. Toki,1995,1
H. Suganuma,K. Itakura,1995,1
H. Suzuki,Jr.,2000,1
H. Suzuki,K. Ohta,1994,2
H. Suzuki,M. E. Knutt,2000,1
H. Suzuki,M. T. Grisaru,2000,1
H. Suzuki,S. J. Gates,2000,1
H. Suzuki,S. Penati,2000,1
H. Suzuki,T. Masuda,1998,1
H. T. Cho,R. Kantowski,1994,4
H. T. Sato,R. Kemmoku,2000,1
H. Takahashi,T. Fujita,1999,1
H. Takahashi,T. Kake,1999,1
H. Takashino,M. Koike,1996,1
H. Terao,V. Schechtman,1994,1
H. Toki,K. G. Klimenko,2001,1
H. Toki,K. Itakura,1995,1
H. Toki,V. Ch. Zhukovsky,2001,1
H. Toyoda,S. Naka,2002,1
H. Ujino,M. Wadati,1999,1
H. Umetsu,K. Suehiro,1998,1
H. Umetsu,N. Kawamoto,1998,1
H. Umetsu,N. Yokoi,1999,1
H. Umetsu,T. Nakatsu,1999,1
H. Umetsu,T. Tsukioka,1998,1
H. Umezawa,P. Elmfors,1993,1
H. Van Dam,Y. Jack Ng,1999,3
H. Verlinde,J. De Boer,1999,1
H. Verlinde,J. Khoury,2000,1
H. Verlinde,K. Schoutens,1994,1
H. Verlinde,R. Dijkgraaf,1996,7
H. Verschelde,J. A. Gracey,2002,2
H. Verschelde,J. De Pessemier,2000,1
H. Verschelde,K. Knecht,2001,2
H. Verschelde,K. Van Acoleyen,2001,5
H. Verschelde,M. Picariello,2002,3
H. Verschelde,M. S. Sarandy,2002,3
H. Verschelde,M. Vanderkelen,2001,1
H. Verschelde,R. E. Browne,2003,1
H. Verschelde,S. P. Sorella,2002,4
H. Verschelde,T. Vanzielighem,2001,1
H. Verschelde,V. E. R. Lemes,2002,3
H. Veschelde,K. Knecht,2001,1
H. Vucetich,L. F. Cugliandolo,1992,1
H. W. Braden,I. G. Koh,1992,1
H. W. Braden,J. D. Kim,1992,1
H. W. Braden,M. A. Olshanetsky,2003,1
H. W. Braden,N. A. Nekrasov,2001,1
H. W. Braden,R. Sasaki,1992,1
H. W. Braden,Takashi Suzuki,1993,2
H. W. Braden,V. A. Dolgushev,2003,1
H. W. Braden,V. M. Buchstaber,1994,1
H. W. Braden,V. Varela,1998,1
H. W. Hamber,R. M Williams,1996,2
H. W. L. Naus,J. P. Vary,1997,2
H. W. L. Naus,J. Przeszowski,1996,1
H. W. L. Naus,K. S. Gupta,1998,1
H. W. L. Naus,T. J. Fields,1997,1
H. W. L. Naus,T. J. Fields J. R. Spence,1998,1
H. W. Lee,Jin Young Kim,1995,16
H. W. Lee,N. J. Kim,1998,7
H. W. Lee,Y. M. Cho,2001,1
H. W. Lee,Y. S. Myung,1995,36
H. Weigel,M. Quandt,2001,3
H. Weigel,M. Scandurra,2002,2
H. Weigel,N. Graham,1999,8
H. Weigel,R. L. Jaffe,1999,8
H. Weigel,V. Khemani,2002,3
H. Y. Guo,J. F. Cai,1996,1
H. Y. Guo,K. Wu,1996,2
H. Y. Guo,S. K. Wang,1996,2
H. Y. Guo,Y. Q. Li,2001,1
H. Y. Guo,Z. Chang,2001,1
H. Y. Lee,T. Ueno,1992,1
H. Yamakoshi,M. Hirayama,1998,2
H. Yamakoshi,M. Kanno,1998,2
H. Yamakoshi,M. Ueno,1998,2
H. Yan,K. Iohara,1994,2
H. Yan,M. Jimbo,1994,2
H. Yan,O. Foda,1994,1
H. Yan,Omar Foda,1994,1
H. Yan,R. Kedem,1994,2
H. Yan,T. Miwa,1994,2
H. Zerrouki,J. Rant,1996,4
H. Zerrouki,L. Tataru,1994,2
H. Zerrouki,M. Schweda,1994,6
H. Zerrouki,O. Moritsch,1994,3
H. Zerrouki,P. A. Blaga,1994,1
H. Zerrouki,R. Leitgeb,1999,2
H. Zerrouki,T. Pisar,2000,1
H. Zerrouki,T. Sommer,1994,2
H. Zerrouki,U. Feichtinger,1996,1
H. Zerrouki.,M. Schweda,1995,1
H. Zerrouki.,O. Moritsch,1995,1
H. Zerrouki.,S. Emery,1995,1
H. Zerrouki.,T. Sommer,1995,1
H.-C. Kao,K. Lee,1994,1
H.-C. Kao,T. Lee,1994,1
H.-C. Pauli,O. Lunin,1998,1
H.-C. Pauli,S. Pinsky,1998,1
H.-C. Pauli,S. Tsujimaru,1998,1
H.-J. Lee,R. Jackiw,1996,1
H.-P. Pavel,S. A. Gogilidze,1997,1
H.-P. Pavel,V. N. Pervushin,1995,2
H.-T. Sato,J.-T. Yee,2001,1
H.-T. Sato,N. Aizawa,1993,2
H.-T. Sato,S. Kanemura,1994,2
H.-T. Sato,S. Lee,2001,1
H.-T. Sato,S.-J. Rey,2001,3
H.-T. Sato,S.-S. Kim,2001,1
H.-T. Sato,Y. Kiem,2001,3
Hadi Salehi,Hossein Motavali,2000,3
Hadi Salehi,Mehdi Golshani,2000,3
Hadi Salehi,Yousef Bisabr,2003,1
Hae Myoung Kwon,In-Gyu Koh,2002,1
Hae Myoung Kwon,Jae-Weon Lee,2002,1
Hae Myoung Kwon,Yeong Deok Han,2002,1
Haewon Lee,W. S. Lyi,1994,3
Haewon Lee,Y. M. Cho,1999,2
Hagen Kleinert,M. Bachmann,1999,1
Hagen Kleinert,Michael Bachmann,2001,1
Hagop Sazdjian,Hassen Jallouli,1995,1
Hai-Bao Wen,Shao-Xia Chen,2002,1
Hai-Bao Wen,Xin-Bing Huang,2002,1
Hai-Bao Wen,Zhe Chang,2002,1
Hai-Cang Ren,Ioannis Giannakis,2000,5
Hai-Cang Ren,James T. Liu,2002,1
Hajime Aoki,Hikaru Kawai,1999,2
Hajime Aoki,Keiichi Nagao,2002,2
Hajime Aoki,Satoshi Iso,1999,4
Hajime Aoki,Yoshihisa Kitazawa,1999,2
Hajime Oda,Hiroyuki Hata,1995,2
Hajime Oda,Shigeaki Yahikozawa,1995,1
Hak-Soo Shin,Hyeon-Min Johng,1995,1
Hak-Soo Shin,Kwang-Sup Soh,1995,2
Hamid Kachkachi,Jean-Pierre Ader,1992,1
Han-Ying Guo,Hong-Bo Teng,1994,3
Han-Ying Guo,Jianzhong Pan,2003,1
Han-Ying Guo,Jing-Bo Chen,2001,3
Han-Ying Guo,Ke Wu,1994,9
Han-Ying Guo,Qi-Keng Lu,2000,1
Han-Ying Guo,Roh-Suan Tung,2002,1
Han-Ying Guo,Wan-Yun Zhao,1998,1
Han-Ying Guo,Wei Zhang,1998,1
Han-Ying Guo,Xiao-Mei Ji,2001,2
Han-Ying Guo,Yi Ling,2002,1
Han-Ying Guo,Yu Cai,1994,3
Han-Ying Guo,Yu-Qi Li,2001,2
Han-Ying Guo,Yuan-Zhong Zhang,2002,1
Han-Ying Guo,Zhe Chang,1999,2
Han-Ying Guo,Zhong-Hua Wang,1992,1
Hanae El Hattab,Janos Polonyi,1997,1
Hang Bae Kim,Hyung Do Kim,1999,1
Hang Bae Kim,Hyungdo Kim,1998,1
Hang Bae Kim,Kiwoon Choi,1997,2
Hang Bae Kim,O-Kab Kwon,2003,2
Hang Bae Kim,Yoonbai Kim,2002,3
Hans A. Kastrup,Henning Wissowski,1995,2
Hans A. Kastrup,Wulf Boettger,1995,2
Hans Dykstra,Joe Lykken,1992,1
Hans Dykstra,Lee Brekke,1992,1
Hans Dykstra,Tom D. Imbo,1992,1
Hans Henrik Rugh,Holger Bech Nielsen,1996,1
Hans Henrik Rugh,Svend Erik Rugh,1996,1
Hans Jockers,Hyukjae Park,2002,1
Hans Jockers,Jacques Distler,2002,1
Hans Peter Nilles,Hyun Min Lee,2002,1
Hans Peter Nilles,Jihn E. Kim,2002,1
Hans Peter Nilles,Krzysztof A. Meissner,1999,1
Hans Peter Nilles,Lorenzo Sorbo,2001,1
Hans Peter Nilles,Marco Peloso,2001,1
Hans Peter Nilles,Marek Olechowski,1999,1
Hans Peter Nilles,Stefan Forste,2000,2
Hans Peter Nilles,Stephane Lavignac,1999,4
Hans Peter Nilles,Zygmunt Lalak,1999,4
Hans-Christian Pauli,Rolf Bayer,1995,1
Hans-Christian Pauli,Stephan Elser,1995,1
Hans-Christian Pauli,Stephen Pinsky,1994,1
Hans-Christian Pauli,Uwe Trittmann,1997,2
Hans-Peter Nilles,Marek Olechowski,2002,1
Hans-Peter Nilles,Michal Spalinski,1996,1
Hans-Peter Nilles,Stefan Pokorski,2002,1
Hans-Werner Wiesbrock,Roberto Longo,1997,1
Hanying Guo,Jianming Li,1994,3
Hanying Guo,Ke Wu,1994,2
Hao-Gang Ding,Ke Wu,1994,1
Haogang Ding,Jian Dai,2001,1
Haogang Ding,Xingchang Song,2001,1
Haralambos Panagopoulos,Luigi Del Debbio,2001,3
Haralambos Panagopoulos,Paolo Rossi,2001,2
Harald Dorn,Mohab Abou-Zeid,2000,2
Harald Dorn,Oleg Andreev,1999,2
Harald Grosse,Harold Steinacker,2000,2
Harald Grosse,Jesper Grimstrup,2001,1
Harald Grosse,John Madore,2000,2
Harald Grosse,Karl-Georg Schlesinger,2001,2
Harald Grosse,Lukas Popp,2001,1
Harald Grosse,Manfred Schweda,2001,1
Harald Grosse,Marco Maceda,2001,1
Harald Grosse,Raimar Wulkenhaar,2000,2
Harald Grosse,Thomas Krajewski,2000,1
Harald H. Soleng,Mirjam Cvetic,1994,2
Harald H. Soleng,Mirjam Cvetivc,1992,1
Harald H. Soleng,Stephen Griffies,1992,1
Harald Ita,Harald Nieder,2002,2
Harald Ita,Mohsen Alishahiha,2000,2
Harald Ita,Tadakatsu Sakai,2002,1
Harald Ita,Yaron Oz,2000,6
Harald J. W. Mueller-Kirsten,Yan-Gang Miao,2001,2
Harald Nieder,Yaron Oz,2000,3
Harald Skarke,Maximilian Kreuzer,1992,4
Harald Skarke,Philip Candelas,1997,1
Harald Skarke,Vincent Bouchard,2003,1
Harald Skarke,Xenia De La Ossa,2001,1
Harald Svendsen,Ulf Lindstrom,2000,1
Haret C. Rosu,Marco Reyes,1994,1
Harlan Robins,Hirosi Ooguri,1998,3
Harlan Robins,J. Rahmfeld,2000,1
Harlan Robins,Jan De Boer,1998,1
Harlan Robins,Jonathan Tannenhauser,1998,3
Harm Jan Boonstra,Kostas Skenderis,1998,2
Harold A. Riggs,Howard J. Schnitzer,1992,4
Harold A. Riggs,Stephen G. Naculich,1992,4
Harold Roussel,Nemanja Kaloper,1996,1
Harold Roussel,Robert C. Myers,1996,1
Harold Steinacker,Jacek Pawelczyk,2001,2
Harold Steinacker,John Madore,2000,3
Harold Steinacker,Marco Maceda,2001,1
Harold Steinacker,Pei-Ming Ho,1994,1
Harold Widom,John Harnad,1993,1
Harry Braden,Paul Sutcliffe,1996,1
Harry W. Braden,Nikita A. Nekrasov,1999,1
Harry W. Braden,Ryu Sasaki,1997,1
Hartmut Wachter,Michael Wohlgenannt,2001,1
Haru-Tada Sato,Hisao Suzuki,1994,1
Haru-Tada Sato,Jung-Tay Yee,2001,1
Haru-Tada Sato,Kaj Roland,1996,2
Haru-Tada Sato,Michael G. Schmidt,1998,3
Haru-Tada Sato,Naruhiko Aizawa,1997,1
Haru-Tada Sato,Soo-Jong Rey,2001,1
Haru-Tada Sato,Tatsuo Kobayashi,1997,1
Haru-Tada Sato,Yeonjung Kim,2001,1
Haru-Tada Sato,Youngjai Kiem,2000,4
Haruhiko Terao,Jun-Ichi Sumi,1998,4
Haruhiko Terao,Kaoru Takagi,2000,1
Haruhiko Terao,Keiichi Morikawa,1998,4
Haruhiko Terao,Ken-Ichi Aoki,1998,6
Haruhiko Terao,Ken-Ichi Kubota,1999,1
Haruhiko Terao,Kenichi Konishi,1997,2
Haruhiko Terao,Kiyonori Yamada,1993,1
Haruhiko Terao,Masaki Taniguchi,1998,1
Haruhiko Terao,Masashi Tomoyose,1999,3
Haruhiko Terao,Wataru Souma,1998,2
Harunobu Kubo,Kazuo Fujikawa,1996,2
Harvendra Singh,Jan Louis,2001,1
Harvendra Singh,Mario Tonin,2000,1
Harvendra Singh,Michael Haack,2001,1
Harvendra Singh,Rajesh Parwani,1994,1
Harvendra Singh,Swapna Mahapatra,2000,1
Harvey R. Brown,Katherine Brading,2000,1
Harvey S. Reall,Hisa-Aki Shinkai,2000,1
Harvey S. Reall,Jan B. Gutowski,2002,1
Harvey S. Reall,Jerome P. Gauntlett,2002,1
Harvey S. Reall,Roberto Emparan,2001,2
Harvey S. Reall,S. W. Hawking,1998,1
Harvey S. Reall,Stathis Pakis,2002,1
Harvey S. Reall,Tetsuya Shiromizu,2000,1
Hassan Firouzjahi,James M. Cline,2000,5
Hassan Firouzjahi,Patrick Martineau,2002,1
Hatem Widyan,N. Panchapakesan,1998,3
Hatem Widyan,R. P. Saxena,1998,3
Haye Hinrichsen,Vladimir Rittenberg,1992,2
He Bing,Lin He,1999,1
He Bing,Wu Ji-Min,1999,1
Hector Figueroa,Jose M. Gracia-Bondia,1999,2
Heeyong Park,Soonkeon Nam,2003,1
Heeyong Park,Yunseok Seo,2003,1
Heinrich Saller,James Baugh,2000,1
Heinrich Saller,Martin Haft,1996,1
Heinz J. Rothe,Klaus D. Rothe,2002,2
Heinz J. Rothe,R. Banerjee,1995,1
Helen A. Bridgman,Karim A. Malik,2000,1
Helen Au-Yang,Jacques H. H. Perk,1993,1
Helmut Kroger,Jin-Jiang Liu,2002,1
Helmut Kroger,Jun-Qin Jiang,2002,1
Helmut Kroger,Xiang-Qian Luo,2002,1
Hendrik Van Dam,Jack Y. Ng,1995,1
Hendrik Van Dam,Wei Chen,1995,1
Hendryk Pfeiffer,Robert Oeckl,2000,1
Heng Fan,Kai Chen,2002,1
Heng Fan,Kang-Jie Shi,1996,4
Heng Fan,Rui-Hongyue,2002,1
Heng Fan,Wen-Li Yang,1997,3
Heng Fan,Zhong-Xia Yang,1996,1
Henning Samtleben,Hermann Nicolai,2003,1
Henning Samtleben,Jean-Loup Gervais,1999,1
Henning Samtleben,Jose F. Morales,2002,2
Henning Samtleben,Marcus Berg,2001,3
Henning Samtleben,Mario Trigiante,2002,1
Henning Samtleben,Michael Haack,2002,1
Henning Wissowski,Wulf Boettger,1995,2
Henri Epstein,Jacques Bros,2001,2
Henri Epstein,Ugo Moschella,2001,1
Henri Ruegg,Jerzy Lukierski,1993,2
Henri Ruegg,Marti Ruiz-Altaba,2003,1
Henri Ruegg,Philippe Zaugg,1994,1
Henri Ruegg,Shahn Majid,1994,1
Henri Ruegg,Valerij N. Tolstoy,1993,1
Henri Ruegg,Valeriy N. Tolstoy,1994,1
Henri Verschelde,Sigurd Schelstraete,1994,2
Henric Larsson,Martin Cederwall,2000,2
Henric Larsson,Mikkel Nielsen,2000,2
Henric Larsson,Per Sundell,2000,2
Henric Larsson,Ulf Gran,2000,2
Henric Larsson,Vanicson L. Campos,2000,2
Henric Rhedin,Howard J. Schnitzer,1998,4
Henric Rhedin,Isabel P. Ennes,1998,2
Henric Rhedin,Stephen G. Naculich,1998,3
Henric Rhedin,Stephen Hwang,1993,4
Henriette Elvang,Joseph Polchinski,2002,1
Henrik Aratyn,Johan Van De Leur,2001,1
Henrik Zinkernagel,Svend Erik Rugh,2000,1
Henrique Boschi-Filho,Nelson R. F. Braga,1999,7
Henryk Arodz,Leszek Hadasz,1996,1
Herbert Neuberger,Patrick Huet,1996,1
Herbert Neuberger,Rajamani Narayanan,1996,2
Herbert Saleur,Lev Rozansky,1992,2
Herbert Saleur,P. Martin,1992,1
Herbert W. Hamber,Marco Vekic,1994,1
Herbert W. Hamber,Ruth M. Williams,1993,1
Herbert W. Hamber,Shao Liu,1994,1
Herbert Weigel,Noah Graham,2002,1
Herbert Weigel,Robert L. Jaffe,2002,1
Heribert Weigert,Stefan Leupold,1996,1
Herman Boos,Vladimir Mangazeev,2000,1
Herman Verlinde,John Mcgreevy,2003,1
Herman Verlinde,John Pearson,2001,2
Herman Verlinde,Kareljan Schoutens,1993,1
