author,first_year,n_papers,affiliations_seen
L. Lusanna,1997,7,"['Firenze Univ.', 'INFN, Firenze', 'Firenze INFN']"
L. M. Abreu,2002,1,[]
L. M. Baker,1999,3,['University of Durham']
L. M. Bernardo,1996,2,[]
L. M. C. S. Rodrigues,1994,2,[]
L. M. De Moraes,1999,1,[]
L. M. Kruczenski,1994,1,[]
L. M. Morato,1998,1,[]
L. M. Slad,2000,3,[]
L. Magnea,1993,5,[]
L. Maharana,2002,2,[]
L. Maiani,1997,1,[]
L. Mangiarotti,1999,5,[]
L. Mannelli,2002,1,"['Santa Cruz Institute for Particle Physics, UC Santa Cruz']"
L. Marinatto,2000,1,[]
L. Martin,1996,1,[]
L. Martina,1993,8,['1']
L. Martinovic,1998,6,"['Inst. of Physics, Bratislava', 'Institute of Physics, Bratislava']"
L. Martucci,2002,4,[]
L. Masperi,1993,2,[]
L. Mcallister,2002,1,[]
L. Mersini,2002,2,[]
L. Mesref,2000,8,[]
L. Molinari,1994,2,[]
L. Moriconi,1995,1,[]
L. N. Alejo-Armenta,2000,1,[]
L. N. Epele,2002,1,"['La Plata, UNLP']"
L. N. Granda,1996,5,[]
L. N. Lipatov,1993,3,[]
L. Nesic,2001,1,[]
L. Nocetti,2000,1,[]
L. O. Buffon,1996,2,[]
L. O. Chekhov,2001,1,[]
L. O. Raifeartaigh,1998,1,[]
L. Oraifeartaigh,1992,18,['Dublin Institute for Advanced Studies']
L. P. Colatto,1995,10,['IF/Unb']
L. P. Csernai,2002,1,[]
L. P. Horwitz,1993,28,[]
L. P. Singh,1998,2,"['Physics Department, Utkal University, Vani Vihar, Bhubaneswar, India']"
L. Palacios,1992,3,[]
L. Palla,1992,27,['Inst. for Theor. Phys. Eotvos Univ.']
L. Pando Zayas,2001,1,[]
L. Paniak,1997,1,[]
L. Parkes,1993,1,[]
L. Perivolaropoulos,2000,3,[]
L. Pilo,1996,3,[]
L. Popp,2000,11,[]
L. R. Baboukhadia,1997,1,[]
L. R. Huiszoon,1999,6,[]
L. R. U. Manssur,1998,4,[]
L. R. Williamson,1999,1,[]
L. Rana,1994,2,[]
L. Randall,1998,3,[]
L. Rastelli,1999,1,[]
L. Rosa,1993,3,[]
L. Rozansky,1994,2,[]
L. S. Boulton,2001,1,[]
L. S. Georgiev,1995,4,['Bulgarian Academy of Sciences']
L. S. Petropoulos,1993,1,[]
L. Salasnich,1994,3,[]
L. Saliu,2000,2,[]
L. Sandoval Jr,1999,2,[]
L. Schuelke,1994,1,[]
L. Schulke,1993,2,[]
L. Sh. Grigoryan,2002,1,[]
L. Silvestrini,2001,1,[]
L. Snobl,2001,2,[]
L. Solombrino,1996,2,[]
L. Sommovigo,2000,2,[]
L. Sorbo,1998,1,[]
L. Sow Cire,1995,1,[]
L. Spanu,2001,1,"['Univ. of Pisa, INFN, Pisa']"
L. Sriramkumar,1996,3,[]
L. Stodolsky,2002,2,[]
L. Susskind,1992,30,"['Stanford', 'Stanford U.']"
L. Szymanowski,1994,3,[]
L. T. Kelleyane,2002,1,[]
L. Tataru,1993,5,[]
L. Tedesco,1994,2,"[""Universita' di Bari,INFN""]"
L. Thorlacius,1992,17,[]
L. Tomio,1997,1,[]
L. Turban,1993,1,[]
L. V. Avdeev,1993,5,[]
L. V. Belvedere,1995,9,[]
L. V. Bogdanov,1994,1,"['International Institute for Nonlinear Sciences, the Russian branch']"
L. V. Joukovskaya,2003,1,[]
L. V. Laperashvili,1999,7,"['ITEP, Moscow, Russia']"
L. V. Sabinin,2000,1,[]
L. Vaidman,1993,2,[]
L. Vanzo,1995,7,[]
L. Velazquez,1992,3,[]
L. Vergara,1995,3,[]
L. Vinet,1993,1,[]
L. Viola,1995,2,[]
L. Von Smekal,2003,1,[]
L. Wenham,1995,1,[]
L. Y. Hu,2000,1,"['Dongbei University of Finance,Economics']"
L. Ya. Kobelev,2000,1,[]
L. Z. Hu,2000,2,['Peking University']
L. Zhao,1996,4,"['Northwest Univ.', 'Xibei U.']"
Lachezar S. Georgiev,2000,1,[]
Ladislav Hlavaty,1992,2,[]
Lai-Him Chan,2001,1,[]
Lambodar P. Singh,1995,1,[]
Lambodhar P. Singh,1994,1,[]
Lando Caiani,1997,1,['1']
Lapo Casetti,1997,2,"['2,3']"
Lara De Nardo,1996,2,[]
Larisa Jonke,1998,8,"['Rudjer Boskovic Institute, Croatia']"
Larry Mclerran,1995,1,[]
Lars Andersson,2002,1,[]
Lars Brink,1993,7,[]
Lars Goerlich,1998,8,[]
Lars Hernquist,1996,2,[]
Lars Kjaergaard,1999,3,[]
Larus Thorlacius,1992,9,['Princeton University']
Laszlo A. Gergely,2003,1,[]
Laszlo Feher,1995,5,[]
Laszlo Palla,2000,1,[]
Laur Jarv,2000,3,[]
Laura Andrianopoli,1998,8,[]
Laura E. Morales,1994,1,[]
Laura Mersini,1999,4,[]
Laura Pomerance,2002,1,[]
Laura Tamassia,2001,1,[]
Laurence G. Yaffe,2000,3,[]
Laurent Baulieu,1992,25,"['Paris U. IV-VII , Chicago U.', 'CERN,LPTHE', 'LPTHE']"
Laurent Freidel,1992,9,"['PI, ENS-Lyon', 'ENS-Lyon', 'PI', 'ENS, Lyon']"
Laurent Houart,1993,14,[]
Laurent Moyaerts,2002,2,['Tubingen U']
Laurent Nottale,2001,2,['Observatoire de Paris-Meudon']
Lautaro Vergara,1996,1,[]
Lawrence J. Hall,2001,3,[]
Lawrence M. Krauss,1996,2,['1']
Lay Nam Chang,1992,12,[]
Le Tu Quoc Thang,1994,1,[]
Lech Szymanowski,1994,1,[]
Lee Brekke,1992,4,[]
Lee Smolin,1992,29,[]
Leith Cooper,1996,3,[]
Leon A. Takhtajan,1995,2,"['Dept. of Mathematics, SUNY at Stony Brook']"
Leon Takhtajan,1993,6,['SUNY at Stony Brook']
Leonard Parker,1995,2,[]
Leonard Susskind,1992,37,['Stanford University']
Leonardo Castellani,1992,14,[]
Leonardo Gualtieri,1999,8,[]
Leonardo Modesto,2002,2,[]
Leonardo Patino,2003,1,[]
Leonardo Rastelli,1998,20,[]
Leonardo Setaro,1993,1,[]
Leonid D. Lantsman,2001,1,"['Wissenschaftliche Gesellschaft ZWST,Judische Gemeinde zu Rostock, Rostosk, Germany']"
Leonid Dickey,1992,2,[]
Leonidas Sandoval Jr,2001,2,[]
Leopoldo A. Pando Zayas,1997,16,"['Department of Theoretical Physics at Moscow State University', 'University of Wisconsin--Green Bay']"
Leopoldo Milano,2003,1,[]
Leping Han,1992,2,[]
Leszek Hadasz,1994,7,"['Jagellonian Univ., Cracow', 'Jagellonian Univ.']"
Leszek Lukaszuk,1996,1,[]
Leticia F Cugliandolo,2002,1,[]
Leung Chim,1994,6,[]
Lev Kofman,1994,16,['CITA']
Lev Rozansky,1992,8,[]
Lev V. Sabinin,2000,1,[]
Lev Vaidman,1993,11,[]
Lev. V. Sabinin,2000,1,[]
Levon Pogosian,2001,5,[]
Lewis H. Ryder,1998,2,[]
Lewis P. Fulcher,1997,1,"['Bowling Green State University, Ohio, USA']"
Leznov A. N.,1997,1,[]
Li Hua Yu,1993,2,[]
Li Jiang,2000,2,[]
Li Jiarong,1997,1,[]
Li Xianhui,1999,1,[]
Li-Bin Fu,2001,1,[]
Li-Hui Xue,2002,2,[]
Li-Sheng Tseng,2001,3,[]
Li-Xin Li,2001,1,[]
Lialia Nikitina,2001,2,[]
Lian-You Shan,1999,1,[]
Liang-Gang Liu,1998,1,[]
Liat Maoz,1999,4,[]
Libin Fu,1999,5,[]
Lies De Fosse,2001,1,[]
Lilia Anguelova,2002,1,[]
Lin He,1999,1,[]
Lin Zhang,1997,1,[]
Lin-Yuan Chen,1995,1,[]
Linda Baker,1999,1,[]
Ling-Lie Chau,1995,4,['UCD']
Lionel Carminati,1996,3,[]
Lisa Dyson,2002,3,[]
Lisa Everett,1998,1,[]
Lisa Freyhult,2001,2,[]
Lisa M. Dyson,2001,1,[]
Lisa Randall,1994,18,[]
Liu Chao,1995,2,[]
Liu Yufen,1999,2,[]
Liu Zhao,1996,5,"['IMP-NWU, Xian']"
Liviu Tatar,1997,1,[]
Liviu Tataru,1998,1,['Univ. of Miami']
Liviu Tuataru,1996,1,[]
Lj. Nesic,2000,2,[]
Lloyd Alty,1993,1,[]
Lochlainn Oraifeartaigh,1992,2,[]
London,1995,1,[]
Lorenzo Cornalba,1997,7,['ENS']
Lorenzo Fatibene,1998,2,['Univ. Torino']
Lorenzo Hernandez,2000,5,[]
Lorenzo Leal,1996,9,"['Caracas Universidad Central', 'Universidad Central de Venezuela', 'Universidad Central de Venezuela,Universidad Autonoma de Madrid', 'Caracas, Univ. Central,Madrid, Autonoma U.']"
Lorenzo Magnea,1996,4,[]
Lorenzo Sorbo,1998,5,['IAP']
Lori Paniak,1995,1,['University of British Columbia']
Louis Crane,1993,9,[]
Louis H. Kauffman,1993,4,[]
Louis Paulot,2002,3,"[""Laboratoire de Physique Th{\\'e}orique ENS Paris""]"
Louis Witten,1992,4,[]
Louis-Pierre Arguin,2001,2,[]
Louise C. Martin,2003,1,[]
Louise Dolan,1998,7,[]
Lu,1999,1,[]
Lu Yu,1996,1,[]
Lubna Rana,1994,9,[]
Lubomir Martinovic,1998,1,['1']
Lubos Motl,1995,16,[]
Luc Marleau,2002,1,[]
Luc Vinet,1993,4,[]
Luca Carlevaro,2002,1,[]
Luca Consoli,1996,1,[]
Luca Griguolo,1993,3,['Parma University']
Luca Lusanna,1994,17,"['INFN, Florence', 'INFN, Sezione di Firenze', 'INFN, Firenze', 'Sezione INFN di Firenze', 'INFN Florence']"
Luca Martucci,2002,3,[]
Luca Mazzucato,2002,1,[]
Luca Mezincescu,1992,17,[]
Luca Molinari,1995,1,[]
Luca Salasnich,1995,1,"['Univ. Padova , Univ. Complutense Madrid']"
Luca Tagliacozzo,2003,1,[]
Luca Vergnano,1997,1,[]
Luciano Barosi,2003,1,[]
Luciano Di Fiore,2003,1,[]
Luciano Girardello,1994,2,[]
Luciano Vanzo,1992,14,['Dept. Phys. Univ. Trento Italy']
Lucio Fassarella,2001,2,[]
Ludde Edgren,2002,1,[]
Ludger Hannibal,1999,1,[]
Ludmil Hadjiivanov,2000,3,[]
Ludmil K. Hadjiivanov,1996,2,[]
Ludvig Faddeev,1998,3,[]
Ludwik Dabrowski,1994,3,[]
Ludwik Turko,2000,4,[]
Luigi Cantini,2000,4,"['Scuola Normale Superiore, Pisa']"
Luigi Del Debbio,2001,3,[]
Luigi Pilo,1998,5,"['DAMTP, University of Cambridge', 'Scuola Normale Superiore, Pisa']"
Luigi Rosa,2003,1,[]
Luigi Tedesco,1996,3,"['Bari U. , INFN, Bari']"
Luis A. Cabral,1999,1,[]
Luis Alvarez-Consul,1996,1,[]
Luis Alvarez-Gaume,1992,7,[]
Luis Anchordoqui,2000,3,[]
Luis E. Ibanez,1992,3,[]
Luis F. Urrutia,1994,10,"[""Universidad Aut\\'onoma Metropolitana-I, M\\'exico"", ""Universidad Nacional Aut\\'onoma de M\\'exico""]"
Luis Gonzalez-Mestres,2002,2,[]
Luis J Boya,1994,1,[]
Luis J. Boya,1994,3,['Universidad de Zaragoza']
Luis J. Garay,1995,3,[]
Luis M. A. Bettencourt,1996,2,[]
Luis M. Bernardo,1995,1,[]
Luis M. Nieto,1994,2,[]
Luis N. Epele,2000,4,[]
Luis Velazquez,1995,1,[]
Luisa Doplicher,2001,2,[]
Luiz A. Ferreira,1997,2,[]
Luiz A. Manzoni,2001,1,[]
Luiz C. De Albuquerque,1998,4,['University of Sao Paulo']
Luiz C. Q. Vilar,1998,1,[]
Luiz Claudio M. De Albuquerque,1993,1,[]
Luiz Claudio Queiroz Vilar,1994,1,[]
Luiz Eduardo Silva Souza,2002,2,"['Rio de Janeiro Federal University', 'Universidade Federal do Rio de Janeiro']"
Luka Sustersic,1997,7,"['Jozef Stefan Institute, Ljubljana, Slovenia']"
Lukas Nellen,1995,2,[]
Lukas Popp,2001,1,[]
Lukasz Bratek,2002,1,[]
Lusheng Chen,1995,6,[]
Lutz Moller,2001,1,[]
Luuk Hoevenaars,2002,1,[]
M A Grigoriev,1997,5,['Lebedev Physics Institute']
M Bordag,1998,2,[]
M Gasperini,1993,1,[]
M Govender,2001,1,[]
M L Roberts,2003,1,[]
M Lavelle,2002,1,[]
M Lledo,2002,1,[]
M Luebcke,2003,1,[]
M Oloughlin,1997,1,[]
M T Batchelor,1996,1,[]
M Tomaselli,2002,1,[]
M. A,1993,1,[]
M. A. Aguilar,1998,1,[]
M. A. Anacleto,2000,2,[]
M. A. C. Kneipp,1994,4,[]
M. A. Clayton,1993,2,[]
M. A. De Andrade,1994,14,"['1,2', '1']"
M. A. Del Olmo,1993,11,[]
M. A. El Gradechi,1992,1,[]
M. A. Gonzalez Leon,2000,8,['U. Salamanca']
M. A. Grebeniuk,1998,3,[]
M. A. Grigoriev,2000,4,[]
M. A. Guest,1993,2,[]
M. A. H. Vozmediano,1993,1,[]
M. A. Halasz,1995,1,[]
M. A. Hartman,1999,1,[]
M. A. Jafarizadeh,1997,4,[]
M. A. Lledo,1994,17,[]
M. A. Lomholt,2001,1,[]
M. A. M. Gomes,2000,1,[]
M. A. Manko,1993,2,[]
M. A. Martin-Delgado,1992,3,[]
M. A. Mestvirishvili,1997,1,[]
M. A. Muschietti,1996,1,[]
M. A. Olshanetsky,1993,4,[]
M. A. Per,2002,1,[]
M. A. R. Osorio,1992,11,['Oviedo U.']
M. A. Rego-Monteiro,2000,4,[]
M. A. Robson,1994,2,[]
M. A. Rodr I Guez-Segura,1994,1,[]
M. A. Rodriguez,1994,5,[]
M. A. Santos,1999,5,"['Departamento de Fisica-UFRRJ, Brasil']"
M. A. Semenov-Tian-Shansky,1993,3,[]
M. A. Shifman,1997,1,[]
M. A. Singer,2002,1,[]
M. A. Sokolov,1994,1,[]
M. A. Soloviev,1992,3,[]
M. A. Valle Basagoiti,1993,1,[]
M. A. Valle-Basagoiti,1996,1,[]
M. A. Van Eijck,1994,2,[]
M. A. Van Ejick,1993,1,[]
M. A. Vasiliev,1992,23,"['P.N.Lebedev Physical Institute', 'Lebedev Physical Institute']"
M. A. Vazquez-Mozo,1992,22,"['IAS, Princeton']"
M. A. Walton,1992,12,['University of Lethbridge']
M. A. Wisse,1992,1,[]
M. A. Zubkov,1995,3,[]
M. Ablikim,2000,1,[]
M. Abolhassani,1994,1,[]
M. Abou Zeid,1996,6,[]
M. Abou-Zeid,2001,1,[]
M. Abud,1995,1,[]
M. Ademollo,1992,1,[]
M. Adler,1996,2,[]
M. Aguado,2000,3,[]
M. Alexandrov,1995,1,[]
M. Alimohammadi,1993,18,[]
M. Alishahiha,1995,7,[]
M. Alvarez,1993,6,"['Center for Theoretical Physics, MIT']"
M. Alves,1999,3,['UFRJ - Brazil']
M. Ameduri,1995,1,[]
M. Anazawa,1994,3,[]
M. Araki,1996,2,[]
M. Arik,1993,6,[]
M. Asorey,1992,14,[]
M. Atiyah,2000,1,[]
M. Awada,1995,3,[]
M. Axenides,2000,3,[]
M. B. Altaie,2003,1,[]
M. B. Barbaro,1996,1,[]
M. B. D. S. M. Porto,2000,1,"['CBPF/CCP,Ufrrj']"
M. B. D. Silva,1994,1,[]
M. B. D. Silva Maia Porto,1998,1,[]
M. B. Green,1995,8,"['DAMTP, University of Cambridge, UK', 'DAMTP, University of Cambridge, U.K.']"
M. B. Halpern,1992,34,"['Berkeley', 'UC Berkeley, LBNL']"
M. B. Hindmarsh,2001,2,[]
M. B. Hott,1999,1,[]
M. B. Johnson,1993,3,[]
M. B. Jonnson,1993,1,[]
M. B. Paranjape,1993,12,[]
M. B. Sedra,2000,4,"['ICTP, Trieste, Italy']"
M. B. Silva Neto,1996,5,[]
M. B. Silva-Neto,1997,1,[]
M. B. Voloshin,1997,3,[]
M. Bachmann,1999,2,[]
M. Baig,1994,2,[]
M. Baker,1994,2,[]
M. Banados,1998,8,[]
M. Bando,1996,1,[]
M. Barrio,1998,1,[]
M. Bastero-Gil,2002,2,[]
M. Bauer,1992,3,[]
M. Becker,1992,5,[]
M. Bellon,1993,1,[]
M. Bennai,2000,1,[]
M. Berg,2000,2,[]
M. Berkooz,1995,9,"['IAS, Princeton']"
M. Bershadsky,1992,12,[]
M. Bertola,1999,3,[]
M. Bertolini,1994,23,[]
M. Beyer,2001,1,['U Rostock']
M. Bianchi,1994,7,['1']
M. Billo,1992,22,['SISSA']
M. Billo`,2000,2,[]
M. Blagojevic,1993,14,[]
M. Blasone,1996,2,[]
M. Blau,1992,2,[]
M. Bojowald,1999,2,[]
M. Bonini,1992,15,[]
M. Bordag,1993,31,['Leipzig']
M. Bordemann,1992,4,[]
M. Borhani,2003,1,[]
M. Borunda,1998,2,[]
M. Botta Cantcheff,2000,11,"['CBPF', 'CBPF-GFT', 'CBPF, Rio de Janeiro -Brazil-', 'CBPF, GFT']"
M. Bouhmadi-Lopez,2001,4,[]
M. Bourdeau,1993,1,[]
M. Bowick,1996,1,[]
M. Boz,2000,1,['Hacettepe']
M. Bremer,1998,1,[]
M. Buric,2001,1,[]
M. Burkardt,1997,4,"['New Mexico State University', 'NMSU']"
M. C. Ashworth,1995,1,"['UC, Davis']"
M. C. B. Abdalla,1992,20,['IFT-Unesp']
M. C. Baldiotti,2001,1,['U. of Sao Paulo']
M. C. Bento,2002,1,[]
M. C. Birse,1998,1,"['University of Manchester, U.K.']"
M. C. Daflon Barrozo,1999,1,"['DAMTP, University of Cambridge']"
M. C. Diamantini,1993,12,['CERN']
M. C. Falleiros,2001,1,[]
M. C. Land,1993,4,[]
M. C. Marin,2000,1,[]
M. C. Neacsu,1999,1,[]
M. C. Nemes,1993,15,"['UFMG', 'UFMG-Brazil', 'UFMG - Brasil', 'Physics Dept. UFMG-Brazil']"
M. C. Rocca,1996,6,[]
M. C. Von Reichenbach,1994,2,[]
M. Cadoni,1993,18,[]
M. Caffo,1998,2,[]
M. Caicedo,2002,1,[]
M. Caldarelli,2000,2,[]
M. Calixto,1994,19,[]
M. Calixto.,1995,1,[]
M. Campostrini,1995,2,[]
M. Carfora,1992,5,[]
M. Carvalho,1995,5,['1']
M. Caselle,1992,19,[]
M. Cassandro,1993,1,[]
M. Cataldo,2000,3,[]
M. Cavaglia,2001,2,[]
M. Cavicchi,1993,2,[]
M. Cederwall,1994,2,[]
M. Chabab,2000,3,"['Cadi Ayyad Univ., Marrakech , Rabat Univ.', 'Marrakech Univ., Rabat Univ.', 'Marrakesh , Rabat Univ.']"
M. Chaichian,1992,40,['University of Helsinki']
M. Chaves,1998,4,[]
M. Chemtob,1994,2,[]
M. Christensen,1998,2,[]
M. Chu,1994,1,[]
M. Ciafaloni,1992,5,[]
M. Cirafici,2002,3,[]
M. Comi,2001,1,['Phys. Dept. of Milano Bicocca Univ.']
M. Consoli,1994,4,['INFN Catania']
M. Costantini,1994,1,[]
M. Crescimanno,1992,4,[]
M. Cristina Diamantini,1998,1,[]
M. Crivelli,1993,1,[]
M. Cvetic,1992,57,[]
M. Cvetiv C,1992,2,[]
M. Cvetivc,1992,1,[]
M. Cvitan,2002,2,[]
M. D. Freeman,1992,4,[]
M. D. Gould,1993,1,[]
M. D. Maia,1998,6,[]
M. D. Scadron,2001,1,[]
M. Daoud,2000,2,[]
M. Daszkiewicz,1997,4,[]
M. Dattanasio,1993,7,[]
M. De Francia,1994,6,[]
M. De Innocentis,2001,1,[]
M. De La Torre Mayado,2000,3,[]
M. De Montigny,1993,1,[]
M. De Roo,1992,23,[]
M. De Wild Propitius,1993,2,[]
M. Degli Esposti,1995,1,[]
M. Dehghani,2002,1,[]
M. Derix,1998,2,[]
M. Desoil,2000,1,[]
M. Dine,1992,4,[]
M. Disertori,1998,1,[]
M. Dobroliubov,1993,1,[]
M. Dorca,2000,4,[]
M. Doresic,1993,2,[]
M. Douglas,2000,1,[]
M. Doyle,1992,1,[]
M. Dubois-Violette,1992,2,[]
M. Duetsch,1998,5,[]
M. E. Bowers,1998,1,[]
M. E. Carrington,1996,5,"['Brandon U.', '1']"
M. E. Convery,1993,1,[]
M. E. Fouladvand,2002,1,[]
M. E. Knutt,2000,1,[]
M. E. Knutt-Wehlau,1996,4,[]
M. E. Noz,1997,1,[]
M. E. Ortiz,1992,3,[]
M. E. Wehlau,1995,4,[]
M. E. X. Guimaraes,2003,2,"['IFT/Unesp', 'MAT/Unb,IFT/Unesp']"
M. E. X. Guimar~Aes,1995,1,[]
M. El Baz,2003,1,[]
M. Eliashvili,1994,8,[]
M. Engelhardt,1999,5,['Tuebingen']
M. Ertl,2000,3,[]
M. Evans,1992,1,[]
M. F. Ertl,1997,1,[]
M. F. Jorgensen,1995,1,[]
M. F. Mourad,1995,1,[]
M. F. Parry,2002,1,[]
M. Fabbrichesi,1992,6,[]
M. Faber,1997,17,['TU Vienna']
M. Fabinger,2002,1,[]
M. Faux,1993,12,[]
M. Ferraris,1998,2,[]
M. Fichtmueller,1995,1,[]
M. Finkelberg,1994,1,[]
M. Flato,1994,1,[]
M. Fleck,1994,2,[]
M. Forger,1992,5,[]
M. Francaviglia,1998,3,[]
M. Frau,1996,16,[]
M. Freeman,1993,1,[]
M. Fukuma,1992,10,[]
M. Furuta,1993,1,[]
M. G. A. Walter,2002,2,[]
M. G. C. Eenink,2002,1,[]
M. G. Harris,1994,5,[]
M. G. Ivanov,1997,9,[]
M. G. Knepley,1993,1,[]
M. G. Mocioaca,2000,1,[]
M. G. Negrao,1998,1,[]
M. G. Olsson,1999,1,[]
M. G. Schmidt,1993,6,"['Heidelberg U., ITP', 'Uni. Heidelberg']"
M. Gaberdiel,1993,3,[]
M. Garcia Perez,1999,3,[]
M. Gasperini,1992,26,[]
M. Gasperini R. Ricci G. Veneziano,1993,1,[]
M. Gattobigio,1998,2,"['INFN, Pisa , Pisa U.']"
M. Gaudin,1993,2,[]
M. Ghilardi,2000,1,[]
M. Giovannini,1995,8,[]
M. Gockeler,1997,1,[]
M. Gogberashvili,2000,1,[]
M. Golenishcheva-Kutuzova,1998,1,[]
M. Gomes,1992,27,['1']
M. Gomez-Reino,2002,1,[]
M. Grigoriev,1999,3,[]
M. Grisaru,1996,2,[]
M. Gunaydin,1997,6,['Penn State U.']
M. Gungormez,1996,2,[]
M. Gurses,1999,1,[]
M. Gutperle,1996,4,"['Stanford', 'Princeton University, USA', 'DAMTP, University of Cambridge, U.K.']"
M. H. Dehghani,2001,11,[]
M. H. Pacheco,2003,1,[]
M. H. Sarmadi,1992,6,"['ICTP, Trieste']"
M. H. Thoma,1996,2,"['Institut fuer Theoretische Physik, Universitaet Giessen']"
M. H. Yavartanoo,2000,1,[]
M. Hachemane,2001,1,[]
M. Hage Hassan,1994,1,[]
M. Haghighat,2001,2,[]
M. Haouchine,1999,1,"[""D\\'epartement de Physique Th\\'eorique, Institut de Physique, Constantine, Algeria""]"
M. Hasenbusch,1999,5,[]
M. Haskins,1998,2,[]
M. Hasler,1998,1,[]
M. Hassaine,1997,4,[]
M. Hassan,1997,3,[]
M. Hayakawa,1999,4,[]
M. Hayashi,1995,1,[]
M. Hayes,1997,3,[]
M. Heller,1999,1,[]
M. Hellmund,1999,1,[]
M. Henneaux,1992,30,"[""Universit\\'e Libre de Bruxelles"", 'ULB, Brussels', 'U.L.B., Bruxelles']"
M. Henningson,1994,7,[]
M. Heusler,1996,2,[]
M. Hillbrand,2003,1,[]
M. Hindmarsh,1994,1,[]
M. Hirayama,1997,6,"['Toyama Univ.', 'Toyama U.']"
M. Hirsch,1995,1,[]
M. Horibe,1994,1,[]
M. Hortacsu,1998,3,[]
M. Hossein Partovi,1993,1,[]
M. Hott,2001,2,['FEG/Unesp']
M. Hotta,1993,5,['Tohoku Univ.']
M. Hssaini,2000,2,[]
M. Huerta,2003,1,[]
M. I. Caicedo,1995,7,[]
M. I. Dobroliubov,1992,2,[]
M. I. Gorenstein,1998,1,[]
M. I. Leeming,1994,1,[]
M. I. Polikarpov,1995,10,[]
M. Iacomi,1995,1,[]
M. Ikehara,1994,3,[]
M. Ishi-I,1997,2,[]
M. J Rodriguez-Plaza,1992,1,[]
M. J. Bergvelt,1992,1,[]
M. J. Bowick,1992,2,[]
M. J. Cassidy,1997,1,[]
M. J. De La Plata,1996,1,[]
M. J. Duff,1992,54,[]
M. J. Hopkins,2000,1,[]
M. J. Lavelle,1994,1,[]
M. J. Martins,1992,11,[]
M. J. Menon,1998,1,[]
M. J. Mithaiwala,1999,1,[]
M. J. Morgan,1998,1,[]
M. J. Oloughlin,1998,1,[]
M. J. Orourke,1995,1,[]
M. J. Perry,1993,10,"['Cambridge U., DAMTP']"
M. J. Rodriguez-Plaza,1994,1,[]
M. J. Slater,1997,2,['Durham']
M. J. Slupinski,1996,4,[]
M. J. Strassler,1994,8,"['Rutgers University', 'U.Pennsylvania', 'Rutgers Univ.']"
M. J. Thatcher,1998,1,[]
M. Jimbo,1992,8,[]
M. Jinzenji,1996,2,"['U. of Tokyo', 'Univ. of Tokyo, Math. Dept']"
M. K. C Sener,1996,1,[]
M. K. Gaillard,1995,1,[]
M. K. Mak,1999,8,[]
M. K. Murray,1994,4,['1']
M. K. Pidcock,1996,1,['Oxford Brookes University']
M. K. Sener,1997,2,[]
M. Kachkachi,1997,3,"['F.S.T.S. Settat, Morocco']"
M. Kamela,1998,2,[]
M. Kanno,1998,2,['Toyama U.']
M. Karowski,1992,13,[]
M. Kato,1993,2,[]
M. Kawamura,1995,1,[]
M. Khalili,1999,1,[]
M. Khlopov,2000,1,"['2,3']"
M. Khorrami,1993,18,"['IPM,Tehran,Iran']"
M. Kibler,1994,8,[]
M. Kirchbach,2000,3,[]
M. Klein,2002,1,[]
M. Klein-Kreisler,1996,1,[]
M. Klimek,1997,1,[]
M. Knecht,1995,1,[]
M. Kobayashi,1994,3,[]
M. Koike,1994,2,[]
M. Kolanovic,1999,2,[]
M. Komarova,2002,1,[]
M. Kontsevich,1994,4,[]
M. Kormos,2002,1,[]
M. Koseki,1993,5,[]
M. Kotani,1993,1,[]
M. Kreuzer,1993,11,[]
M. Kruczenski,1996,1,['CNEA Buenos Aires Argentina']
M. Kruger,1996,1,[]
M. Kudinov,1999,1,['Baruch College of the City University of New York']
M. L. Ciccolini,2000,2,[]
M. L. Horner,1997,1,[]
M. L. Levinas,2000,1,[]
M. L. Roberts,2001,1,[]
M. L. Trobo,1994,6,['Universidad Nacional de La Plata']
M. L. Walker,1999,5,[]
M. La Camera,2001,1,[]
M. Lagraa,2001,2,['Univ. Oran Es-SEnia']
M. Laidlaw,2001,4,[]
M. Laine,1999,1,['CERN']
M. Langer,1992,3,[]
M. Langham,1997,3,[]
M. Lashkevich,1996,1,[]
M. Lavelle,1995,2,[]
M. Lazar,1999,2,[]
M. Leblanc,1992,6,[]
M. Legare,1995,3,['U.of Alberta']
M. Leibundgut,1997,1,[]
M. Leo,1999,1,[]
M. Li,1994,3,['Brown University']
M. Lippert,2001,1,[]
M. Loewe,1994,10,[]
M. Lubcke,2001,1,[]
M. Lubo,1998,6,[]
M. Lukin,1993,1,[]
M. Lygren,1996,2,[]
M. Lynker,1996,2,[]
M. Lysiansky,1996,1,[]
M. M. Akbar,2003,2,['DAMTP']
M. M. Caldarelli,2001,1,[]
M. M. Deminov,1999,2,[]
M. M. Ferreira,2002,2,[]
M. M. Ferreira Jr,2000,3,[]
M. M. Ferreira Jr.,2001,2,[]
M. M. Islam,1996,1,['University of Connecticut']
M. M. Leite,1994,3,"['IFT/UNESP, Sao Paulo']"
M. M. Musakhanov,1994,3,[]
M. M. Robinson,1993,1,[]
M. M. Santos,2001,2,[]
M. M. Sheikh Jabbari,1996,1,[]
M. M. Sheikh-Jabbari,1996,37,[]
M. M. Smirnov,1994,1,[]
M. M. Taylor-Robinson,1997,3,"['DAMTP, University of Cambridge']"
