paper_id,author,year,affiliation
hep-th/9607008,Stephen L. Adler,1996,
hep-th/9610067,J. Antonio Garcia,1996,
hep-th/9610067,Josep M. Pons,1996,
hep-th/9609022,R. Dijkgraaf,1996,
hep-th/9609111,Gabriel Lopes Cardoso,1996,
hep-th/9609111,Gottfried Curio,1996,
hep-th/9609111,Dieter Lust,1996,
hep-th/9609111,Thomas Mohaupt,1996,
hep-th/9607118,H. Reinhardt,1996,
hep-th/9608130,A. Yu. Kamenshchik,1996,
hep-th/9608130,S. L. Lyakhovich,1996,"International Centre for Theoretical Physics, Trieste, Italy"
hep-th/9609213,J. N. Pecina-Cruz,1996,
hep-th/9602078,David H. Adams,1996,
hep-th/9608112,J. Grundberg,1996,
hep-th/9608112,U. Lindstrom,1996,
hep-th/9608112,M. Rocek,1996,
hep-th/9612003,Carlos Castro,1996,"University of Texas,World Laboratory, Lausanne, Switzerland"
hep-th/9602095,Ali Mostafazadeh,1996,
hep-th/9605125,T. Kojima,1996,
hep-th/9601034,Jean-Loup Gervais,1996,
hep-th/9603074,Fernando Quevedo,1996,
hep-th/9612061,Sergey N. Solodukhin,1996,
hep-th/9604105,A M Semikhatov,1996,P N Lebedev Physics Institute
hep-th/9612236,I. Ya. Arefeva,1996,
hep-th/9612236,O. A. Rytchkov,1996,
hep-th/9605060,A. H. Bilge,1996,
hep-th/9605060,T. Dereli,1996,
hep-th/9605060,Cs. Koccak,1996,
hep-th/9605020,Klaus Lucke,1996,
hep-th/9609220,Alexander Belopolsky,1996,
hep-th/9604184,L. O. Buffon,1996,
hep-th/9604184,D. Dalmazi,1996,
hep-th/9604184,A. Zadra,1996,
hep-th/9608193,A. Aste,1996,
hep-th/9608193,G. Scharf,1996,
hep-th/9609160,B. M. Mccoy,1996,
hep-th/9604192,Michael Strickland,1996,
hep-th/9604192,Sen-Ben Liao,1996,
hep-th/9606173,Martin Cederwall,1996,
hep-th/9606173,Alexander Von Gussich,1996,
hep-th/9606173,Aleksandar Mikovic,1996,
hep-th/9606173,Bengt E. W. Nilsson,1996,
hep-th/9606173,Anders Westerberg,1996,
hep-th/9607036,M. R. Gaberdiel,1996,
hep-th/9601163,W. Eholzer,1996,
hep-th/9601163,M. R. Gaberdiel,1996,
hep-th/9611110,Alexandros Kehagias,1996,
hep-th/9601109,A. A. Tseytlin,1996,
hep-th/9602062,Leith Cooper,1996,
hep-th/9602062,Ian I. Kogan,1996,Oxford U.
hep-th/9605219,M. Moriconi,1996,Princeton University
hep-th/9605219,K. Schoutens,1996,University of Amsterdam
hep-th/9608197,Tom Banks,1996,
hep-th/9608197,Michael Dine,1996,
hep-th/9611091,Sergiu I. Vacaru,1996,
hep-th/9608005,Ashoke Sen,1996,
hep-th/9604118,Robert B. Mann,1996,
hep-th/9604118,Sergey N. Solodukhin,1996,
hep-th/9602136,Sergio Ferrara,1996,
hep-th/9602136,Renata Kallosh,1996,
hep-th/9603084,A. Bassetto,1996,
hep-th/9603084,L. Griguolo,1996,
hep-th/9609171,Barbashov B. M.,1996,"JINR, Dubna"
hep-th/9603098,Emilio N. M. Cirillo,1996,
hep-th/9603098,E. Olivieri,1996,
hep-th/9605042,Augusto Sagnotti,1996,
hep-th/9605042,Yassen S. Stanev,1996,"Univ. Roma ""Tor Vergata"""
hep-th/9610247,M. Gomes,1996,
hep-th/9610247,J. M. C. Malbouisson,1996,
hep-th/9610247,A. J. Da Silva,1996,
hep-th/9608053,Julie D. Blum,1996,
hep-th/9603012,Frank De Jonghe,1996,
hep-th/9603012,Jordi Paris,1996,
hep-th/9603012,Walter Troost,1996,
hep-th/9610068,Edi Halyo,1996,Stanford
hep-th/9608036,Francesco Toppan,1996,
hep-th/9601046,George Leibbrandt,1996,
hep-th/9601046,Jimmy Williams,1996,"U. of Guelph, Canada"
hep-th/9606039,Oren Bergman,1996,
hep-th/9610129,I. L. Shapiro,1996,
hep-th/9601113,C. Acerbi,1996,
hep-th/9601113,G. Mussardo,1996,
hep-th/9601113,A. Valleriani,1996,
hep-th/9612245,F. Toppan,1996,
hep-th/9611226,Yves Brihaye,1996,
hep-th/9611226,Stefan Giller,1996,
hep-th/9611226,Piotr Kosinski,1996,
hep-th/9608054,Katsushi Ito,1996,Univ. of Tsukuba
hep-th/9608054,Naoki Sasakura,1996,Tohoku Univ.
hep-th/9608156,Chanju Kim,1996,
hep-th/9608156,V. P. Nair,1996,City College of New York
hep-th/9607233,Pang-Ning Tan,1996,
hep-th/9607233,Bayram Tekin,1996,
hep-th/9607233,Yutaka Hosotani,1996,Univ of Minnesota
hep-th/9609188,D. Vautherin,1996,
hep-th/9609188,T. Matsui,1996,
hep-th/9606092,A. Minzoni,1996,
hep-th/9606092,M. Rosenbaum,1996,
hep-th/9606092,A. Turbiner,1996,"UNAM, Mexico"
hep-th/9608019,Petr Horava,1996,Princeton University
hep-th/9601052,Giovanni Amelino-Camelia,1996,
hep-th/9601052,Chaiho Rim,1996,
hep-th/9611092,Christoph Schweigert,1996,
hep-th/9601017,Andreas Bette,1996,
hep-th/9609128,D. J. Broadhurst,1996,
hep-th/9609128,D. Kreimer,1996,
hep-th/9611143,I. L. Egusquiza,1996,
hep-th/9611143,M. A. Valle-Basagoiti,1996,
hep-th/9612056,H. Arfaei,1996,
hep-th/9612056,M. M. Sheikh-Jabbari,1996,
hep-th/9604031,Phillial Oh,1996,
hep-th/9604031,Q-Han Park,1996,
hep-th/9601127,Jamil Daboul,1996,"Ben Gurion University, ISRAEL"
hep-th/9611117,P. R. Johnson,1996,
hep-th/9605127,Andrea Cappelli,1996,
hep-th/9605127,Guillermo R. Zemba,1996,
hep-th/9611048,Stefan Mashkevich,1996,"Kiev, Oslo"
hep-th/9604012,Michael Engelhardt,1996,Weizmann Institute
hep-th/9604189,Vijay Balasubramanian,1996,
hep-th/9604189,Finn Larsen,1996,
hep-th/9603176,G W Gibbons,1996,DAMTP University of Cambridge
hep-th/9603168,Ioannis Giannakis,1996,Rockefeller University
hep-th/9603150,Edward Witten,1996,
hep-th/9607146,M. Gasperini,1996,
hep-th/9607175,Carlos Pinheiro,1996,Dep. Fisica-UFES
hep-th/9607175,J. A. Helayel-Neto,1996,CBPF
hep-th/9607175,Gilmar S. Dias,1996,"UFES,ETFES"
hep-th/9605110,Thomas Guhr,1996,
hep-th/9605110,Tilo Wettig,1996,
hep-th/9612215,Vipul Periwal,1996,
hep-th/9610229,Guido Cognola,1996,
hep-th/9610229,Sergio Zerbini,1996,
hep-th/9609112,C. Klimcik,1996,
hep-th/9609112,P. Severa,1996,
hep-th/9610230,Jerzy Lukierski,1996,"Institute for Theoretical Physics, University of Wroclaw, Poland"
hep-th/9606068,O. Babelon,1996,
hep-th/9606068,D. Bernard,1996,
hep-th/9606068,F. A. Smirnov,1996,
hep-th/9608179,D. M. Gitman,1996,
hep-th/9608179,S. I. Zlatev,1996,
hep-th/9606126,A. V. Tsiganov,1996,St.Petersburg University
hep-th/9612246,Tom D. Imbo,1996,
hep-th/9612246,P. Teotonio-Sobrinho,1996,
hep-th/9602066,Frederik Denef,1996,
hep-th/9602066,Joris Raeymaekers,1996,
hep-th/9602066,Urban M. Studer,1996,
hep-th/9602066,Walter Troost,1996,
hep-th/9605168,David Berenstein,1996,
hep-th/9605168,Richard Corrado,1996,
hep-th/9605168,Willy Fischler,1996,
hep-th/9605168,Sonia Paban,1996,
hep-th/9605168,Moshe Rozali,1996,
hep-th/9602021,Matthew J. Strassler,1996,Rutgers University
hep-th/9610061,F. Vendrell,1996,"University of Lausanne, Switzerland"
hep-th/9607226,T. Kloesch,1996,
hep-th/9607226,T. Strobl,1996,
hep-th/9601065,D. M. Gitman,1996,
hep-th/9601065,A. E. Gonc Calves,1996,
hep-th/9601065,I. V. Tyutin,1996,
hep-th/9601078,Jurgen Fuchs,1996,
hep-th/9601078,Bert Schellekens,1996,
hep-th/9601078,Christoph Schweigert,1996,
hep-th/9603058,Marco Bochicchio,1996,
hep-th/9609060,H. R. Karadayi,1996,
hep-th/9609060,M. Gungormez,1996,
hep-th/9612190,B. Geyer,1996,
hep-th/9612190,Y. I. Shilnov,1996,
hep-th/9603166,Gungwon Kang,1996,Raman Research Institute
hep-th/9602027,Christof Gattringer,1996,
hep-th/9606028,R. Z. Zhdanov,1996,
hep-th/9606185,Sumit R. Das,1996,
hep-th/9606185,Samir D. Mathur,1996,
hep-th/9611046,Gerald Dunne,1996,
hep-th/9611046,Theodore Hall,1996,
hep-th/9608090,Paolo Di Vecchia,1996,
hep-th/9608015,L. Andrianopoli,1996,
hep-th/9608015,R. Dauria,1996,
hep-th/9608015,S. Ferrara,1996,
hep-th/9611195,Eva Silverstein,1996,
hep-th/9603169,J. M. F. Labastida,1996,
hep-th/9603169,M. Mari~No,1996,
hep-th/9609090,E. A. Ivanov,1996,
hep-th/9609007,I. Ya. Arefeva,1996,
hep-th/9609007,A. P. Zubarev,1996,
hep-th/9605052,Q-Han Park,1996,
hep-th/9605052,H. J. Shin,1996,
hep-th/9611211,Franco Ferrari,1996,
hep-th/9611211,Ignazio Lazzizzera,1996,
hep-th/9605136,Tom Banks,1996,
hep-th/9605136,Michael Dine,1996,
hep-th/9607005,Thomas Krajewski,1996,
hep-th/9607005,Igor Pris,1996,
hep-th/9604136,Peter E. Haagensen,1996,McGill U.
hep-th/9602080,Kazuo Fujikawa,1996,"Dept. of Physics, Univ. of Tokyo"
hep-th/9601106,Anatolij I. Bugrij,1996,
hep-th/9601106,Vitalij N. Shadura,1996,"Bogolyubov Institute for Theoretical Physics, Kiev"
hep-th/9608007,F. Vendrell,1996,"University of Lausanne, Switzerland"
hep-th/9611003,Olivier Piguet,1996,
hep-th/9602071,Katrin Becker,1996,
hep-th/9602071,Melanie Becker,1996,
hep-th/9609166,F. A. Lunev,1996,
hep-th/9601067,Alok Kumar,1996,
hep-th/9607242,Hyunsoo Min,1996,
hep-th/9607242,Q-Han Park,1996,
hep-th/9601061,Nobuaki Nagao,1996,
hep-th/9601061,Hiroshi Suzuki,1996,Ibaraki University
hep-th/9611044,Michael G. Schmidt,1996,
hep-th/9611044,Christian Schubert,1996,
hep-th/9605184,Micha Berkooz,1996,
hep-th/9605184,Robert G. Leigh,1996,
hep-th/9605184,Joseph Polchinski,1996,
hep-th/9605184,John H. Schwarz,1996,
hep-th/9605184,Nathan Seiberg,1996,
hep-th/9605184,Edward Witten,1996,
hep-th/9601131,C. P. Natividade,1996,
hep-th/9601131,H. Boschi-Filho,1996,
hep-th/9611057,J. Karkowski,1996,
hep-th/9611057,Z. Swierczynski,1996,
hep-th/9608135,N. Evans,1996,
hep-th/9608135,S. D. H. Hsu,1996,
hep-th/9608135,M. Schwetz,1996,Yale University
hep-th/9607111,Michio Kaku,1996,City College of New York
hep-th/9607046,G. Delfino,1996,
hep-th/9607046,P. Simonetti,1996,
hep-th/9607046,J. L. Cardy,1996,
hep-th/9612103,M. C. Diamantini,1996,CERN
hep-th/9612103,F. Quevedo,1996,CERN
hep-th/9612103,C. A. Trugenberger,1996,University of Geneva
hep-th/9605199,Tom Banks,1996,
hep-th/9605199,Michael R. Douglas,1996,
hep-th/9605199,Nathan Seiberg,1996,
hep-th/9606195,D. V. Antonov,1996,"ITEP, Moscow,Humboldt University, Berlin"
hep-th/9610117,Carlos E. Laciana,1996,
hep-th/9609174,G. Akemann,1996,
hep-th/9609174,P. H. Damgaard,1996,
hep-th/9609174,U. Magnea,1996,
hep-th/9609174,S. Nishigaki,1996,
hep-th/9607150,A. Niegawa,1996,
hep-th/9606120,Pio J. Arias,1996,
hep-th/9606120,Lorenzo Leal,1996,
hep-th/9610136,Shoichi Ichinose,1996,
hep-th/9610136,Noriaki Ikeda,1996,
hep-th/9610094,Tetsuji Miwa,1996,
hep-th/9610094,Robert Weston,1996,
hep-th/9608115,Edward P. Osipov,1996,"Department of Theoretical Physics, Sobolev Institute for Mathematics, Novosibirsk, Russia"
hep-th/9603031,Fernando P. Devecchi,1996,
hep-th/9603031,Marc Henneaux,1996,
hep-th/9602045,Keith R. Dienes,1996,"Institute for Advanced Study, Princeton"
hep-th/9612048,Ahmad Shariati,1996,
hep-th/9602015,Diana Vaman,1996,
hep-th/9602015,Mihai Visinescu,1996,
hep-th/9603018,J.-G. Zhou,1996,
hep-th/9603018,F. Zimmerschied,1996,
hep-th/9603018,J.-Q. Liang,1996,
hep-th/9603018,H. J. W. Mueller-Kirsten,1996,
hep-th/9603018,D. H. Tchrakian,1996,
hep-th/9608107,H. Aratyn,1996,
hep-th/9608107,C. Rasinariu,1996,
hep-th/9608176,Yutaka Hosotani,1996,
hep-th/9608176,Ramon Rodriguez,1996,
hep-th/9609200,Mikhail S. Volkov,1996,
hep-th/9611056,Friedemann Brandt,1996,
hep-th/9611056,Marc Henneaux,1996,
hep-th/9611056,Andre Wilch,1996,
hep-th/9609071,M. R. Douglas,1996,
hep-th/9609071,S. Katz,1996,
hep-th/9609071,C. Vafa,1996,
hep-th/9612027,Jussi Kalkkinen,1996,
hep-th/9608185,Kimyeong Lee,1996,
hep-th/9602140,H. Lu,1996,
hep-th/9602140,C. N. Pope,1996,
hep-th/9602140,K. S. Stelle,1996,
hep-th/9612136,Pawel O. Mazur,1996,
hep-th/9601080,G. Eyal,1996,
hep-th/9601080,M. Moshe,1996,
hep-th/9601080,S. Nishigaki,1996,
hep-th/9601080,J. Zinn-Justin,1996,
hep-th/9603038,Hiroshi Shirokura,1996,Osaka University
hep-th/9609011,G. Alexanian,1996,
hep-th/9609011,V. P. Nair,1996,"Physics Dept., CCNY"
hep-th/9611045,Michael G. Schmidt,1996,
hep-th/9611045,Christian Schubert,1996,
hep-th/9611078,Kimball A. Milton,1996,
hep-th/9612179,R. W. Gebert,1996,"IAS, Princeton, U.S.A."
hep-th/9602007,Gordon W. Semenoff,1996,
hep-th/9602007,Richard J. Szabo,1996,
hep-th/9608166,A. N. Leznov,1996,
hep-th/9608166,A. S. Sorin,1996,
hep-th/9612148,Mitsuhiro Kato,1996,
hep-th/9612148,Tomoharu Okada,1996,
hep-th/9601137,Shinichi Nojiri,1996,
hep-th/9612162,Shamit Kachru,1996,
hep-th/9612162,Eva Silverstein,1996,
hep-th/9603053,A. Connes,1996,
hep-th/9603180,E. C. Marino,1996,
hep-th/9606049,J. Louis,1996,
hep-th/9606049,J. Sonnenschein,1996,
hep-th/9606049,S. Theisen,1996,
hep-th/9606049,S. Yankielowicz,1996,
hep-th/9611115,Raymond Stora,1996,
hep-th/9611082,Brandon Carter,1996,
hep-th/9611082,David Langlois,1996,Observatoire de Paris-Meudon
hep-th/9609150,T. W. Allen,1996,
hep-th/9609150,C. J. Burden,1996,"Department of Theoretical Physics, Australian National University, Canberra"
hep-th/9601007,Adel Bilal,1996,ENS Paris
hep-th/9609092,Dimitri Polyakov,1996,
hep-th/9609120,H. T. Ozer,1996,
hep-th/9605082,H. Lu,1996,
hep-th/9605082,C. N. Pope,1996,
hep-th/9605082,K. S. Stelle,1996,
hep-th/9604173,S. E. Derkachov,1996,
hep-th/9604173,A. N. Manashov,1996,
hep-th/9605085,M. J. Duff,1996,
hep-th/9605085,J. Rahmfeld,1996,
hep-th/9608031,Ian I. Kogan,1996,
hep-th/9607196,Sergiu I. Vacaru,1996,
hep-th/9605054,Michael K. Murray,1996,
hep-th/9612073,S. Pinsky,1996,Ohio State University
hep-th/9610106,Zurab Kakushadze,1996,
hep-th/9610106,S.-H. Henry Tye,1996,
hep-th/9611184,Jan Louis,1996,
hep-th/9611184,Kristin Foerger,1996,
hep-th/9610151,Jeremy Michelson,1996,
hep-th/9601068,H. Arfaei,1996,
hep-th/9601068,S. Parvizi,1996,
hep-th/9605131,Paul S. Aspinwall,1996,
hep-th/9605131,Mark Gross,1996,
hep-th/9608160,Rainer Haeussling,1996,
hep-th/9608160,Elisabeth Kraus,1996,
hep-th/9609031,A. V. Razumov,1996,
hep-th/9609031,M. V. Saveliev,1996,
hep-th/9612213,Bjo Rn Jensen,1996,
hep-th/9612213,Ulf Lindstrom,1996,
hep-th/9608091,D. Fioravanti,1996,
hep-th/9608091,A. Mariottini,1996,
hep-th/9608091,E. Quattrini,1996,
hep-th/9608091,F. Ravanini,1996,"Bologna Univ.,INFN"
hep-th/9609230,Nobuhito Maru,1996,
hep-th/9609230,Shinsaku Kitakado,1996,
hep-th/9609231,E. C. Marino,1996,
hep-th/9608064,V. E. Korepin,1996,
hep-th/9608064,T. Oota,1996,
hep-th/9605123,T. Kojima,1996,
hep-th/9605123,Y. H. Quano,1996,
hep-th/9602034,Yoonbai Kim,1996,
hep-th/9602034,Kei-Ichi Maeda,1996,
hep-th/9602034,Nobuyuki Sakai,1996,
hep-th/9610201,Mariano Cadoni,1996,
hep-th/9611054,Brandon Carter,1996,"D.A.R.C., Obs. Paris-Meudon."
hep-th/9612239,Hitoshi Sato,1996,
hep-th/9610110,Kurt Lechner,1996,
hep-th/9610110,Mario Tonin,1996,
hep-th/9604201,C. C. Lassig,1996,
hep-th/9604201,G. C. Joshi,1996,
hep-th/9611083,Jan De Boer,1996,
hep-th/9611083,Laszlo Feher,1996,
hep-th/9609143,Valeri V. Dvoeglazov,1996,Universidad Aut\'onoma de Zacatecas
hep-th/9603008,M. Z. Iofa,1996,"Nuclear Physics Institute, Moscow State University"
hep-th/9607212,Giovanni Salesi,1996,
hep-th/9607212,Erasmo Recami,1996,
hep-th/9611124,Peter Bantay,1996,
hep-th/9605169,Sean M. Carroll,1996,
hep-th/9605169,Miguel E. Ortiz,1996,
hep-th/9605169,Washington Taylor Iv,1996,
hep-th/9604175,O. Kechkin,1996,
hep-th/9604175,M. Yurova,1996,
hep-th/9604056,Amit Ghosh,1996,
hep-th/9607166,Sergey Solodukhin,1996,
hep-th/9601088,A. Krajewska,1996,
hep-th/9601088,A. Ushveridze,1996,
hep-th/9601088,Z. Walczak,1996,
hep-th/9612207,Csaba Csaki,1996,MIT
hep-th/9612207,Martin Schmaltz,1996,Boston U.
hep-th/9612207,Witold Skiba,1996,MIT
hep-th/9609215,M. Passare,1996,
hep-th/9609215,A. K. Tsikh,1996,
hep-th/9609215,A. A. Cheshel,1996,
hep-th/9603097,Gianfranco Pradisi,1996,
hep-th/9603097,Augusto Sagnotti,1996,
hep-th/9603097,Yassen S. Stanev,1996,"Universita' di Roma ""Tor Vergata"",INFN, Sezione di Roma ""Tor Vergata"""
hep-th/9605047,B. S. Acharya,1996,"Queen Mary,Westfield College, London"
hep-th/9606050,Matthias R. Gaberdiel,1996,
hep-th/9606050,Horst G. Kausch,1996,
hep-th/9607054,H. B. Gao,1996,
hep-th/9611064,Ian Affleck,1996,
hep-th/9612086,Tohru Eguchi,1996,
hep-th/9612086,Sung-Kil Yang,1996,
hep-th/9603082,Ulf H. Danielsson,1996,
hep-th/9603082,Par Stjernberg,1996,Uppsala University
hep-th/9610195,Ilka Brunner,1996,
hep-th/9610195,Monika Lynker,1996,
hep-th/9610195,Rolf Schimmrigk,1996,
hep-th/9609072,Alan Chodos,1996,
hep-th/9609072,Andras Kaiser,1996,
hep-th/9603201,G. Bimonte,1996,
hep-th/9603201,G. Lozano,1996,
hep-th/9611138,I. Brevik,1996,
hep-th/9611138,D. M. Gitman,1996,
hep-th/9611138,S. D. Odintsov,1996,
hep-th/9605190,Sandro S. Costa,1996,
hep-th/9605190,George E. A. Matsas,1996,
hep-th/9612240,Takahiro Masuda,1996,
hep-th/9612240,Hisao Suzuki,1996,Hokkaido University
hep-th/9611065,Malcolm Perry,1996,
hep-th/9611065,John H. Schwarz,1996,
hep-th/9610244,M. Bando,1996,
hep-th/9610244,Y. Taniguchi,1996,
hep-th/9610244,S. Tanimura,1996,
hep-th/9606166,Sayan Kar,1996,
hep-th/9611019,Gerald Dunne,1996,
hep-th/9612038,A. N. Kuznetsov,1996,
hep-th/9612038,F. V. Tkachov,1996,
hep-th/9604198,Michael R. Douglas,1996,
hep-th/9611209,Sergei V. Ketov,1996,"ITP, University of Hannover"
hep-th/9604120,Nathan Berkovits,1996,
hep-th/9609197,Walter Dittrich,1996,
hep-th/9609197,Holger Gies,1996,"Univ. Tuebingen, Germany"
hep-th/9608192,M. De Francia,1996,
hep-th/9608192,H. Falomir,1996,
hep-th/9608192,M. Loewe,1996,
hep-th/9603122,Pijush K. Ghosh,1996,
hep-th/9607050,Joseph Polchinski,1996,
hep-th/9612029,H. Belich,1996,
hep-th/9612029,R. Paunov,1996,
hep-th/9611222,O. Aharony,1996,
hep-th/9611222,C. Sonnenschein,1996,
hep-th/9611222,S. Yankielowicz,1996,
hep-th/9611222,S. Theisen,1996,
hep-th/9607156,Paolo Cea,1996,
hep-th/9607156,Luigi Tedesco,1996,
hep-th/9602053,Yu. A. Sitenko,1996,
hep-th/9602053,D. G. Rakityansky,1996,
hep-th/9605198,F. M. De Carvalho Filho,1996,
hep-th/9607117,C. Chiou-Lahanas,1996,
hep-th/9607117,G. A. Diamandis,1996,
hep-th/9607117,B. C. Georgalas,1996,
hep-th/9607117,A. Kapella-Economou,1996,
hep-th/9607117,X. N. Maintas,1996,
hep-th/9601175,Michael Dine,1996,
hep-th/9601175,Yuri Shirman,1996,
hep-th/9607177,M. Jimbo,1996,
hep-th/9607177,M. Lashkevich,1996,
hep-th/9607177,T. Miwa,1996,
hep-th/9607177,Y. Pugai,1996,
hep-th/9611212,Vladimir O. Soloviev,1996,
hep-th/9609102,Ingemar Bengtsson,1996,
hep-th/9609102,Astri Kleppe,1996,
hep-th/9605037,J. M. Pawlowski,1996,
hep-th/9609175,Leszek Hadasz,1996,
hep-th/9609175,Tomasz Rog,1996,
hep-th/9612087,Gilad Lifschytz,1996,
hep-th/9612087,Samir D. Mathur,1996,Princeton University
hep-th/9612070,F. Barbarin,1996,
hep-th/9612070,E. Ragoucy,1996,
hep-th/9612070,P. Sorba,1996,
hep-th/9607060,P. S. Howe,1996,
hep-th/9607060,P. C. West,1996,
hep-th/9607238,E. Bergshoeff,1996,
hep-th/9601147,Conor Houghton,1996,
hep-th/9601147,Paul Sutcliffe,1996,
hep-th/9605223,Albion Lawrence,1996,"U. Chicago, Enrico Fermi Institute"
hep-th/9601174,M. Blagojevic,1996,
hep-th/9601174,M. Vasilic,1996,
hep-th/9601174,T. Vukasinac,1996,
hep-th/9603195,G. T. Horowitz,1996,
hep-th/9603195,D. A. Lowe,1996,
hep-th/9603195,J. M. Maldacena,1996,
hep-th/9611201,M. Porrati,1996,
hep-th/9611201,A. Zaffaroni,1996,
hep-th/9602008,M. Chaichian,1996,University of Helsinki
hep-th/9602008,A. P. Demichev,1996,"CBPF/CNPQ, Rio de Janeiro"
hep-th/9612161,A. R. Rastegar,1996,
hep-th/9612161,M. R. Rahimi Tabar,1996,
hep-th/9612161,P. Hawaii,1996,
hep-th/9610025,Oliver Schnetz,1996,
hep-th/9607040,R. Banerjee,1996,
hep-th/9607040,E. C. Marino,1996,
hep-th/9610081,M. B. Halpern,1996,
hep-th/9610081,N. A. Obers,1996,
hep-th/9610009,J. Feinberg,1996,
hep-th/9610009,A. Zee,1996,"ITP, UC Santa-Barbara"
hep-th/9605204,A. K. Mishra,1996,
hep-th/9605204,G. Rajasekaran,1996,Institute of Mathematical Sciences
hep-th/9607163,Nathan Seiberg,1996,
hep-th/9607163,Edward Witten,1996,
hep-th/9611103,Vipul Periwal,1996,
hep-th/9609048,Sudipta Mukherji,1996,
hep-th/9603145,Jens Kuester,1996,
hep-th/9603145,Gernot Muenster,1996,University of Muenster
hep-th/9608026,S. Kalyana Rama,1996,
hep-th/9601108,Sheldon Katz,1996,
hep-th/9601108,David R. Morrison,1996,
hep-th/9601108,M. Ronen Plesser,1996,
hep-th/9609021,K. Konishi,1996,Univ. of Genova
hep-th/9608024,Michael R. Douglas,1996,
hep-th/9608024,Daniel Kabat,1996,
hep-th/9608024,Philippe Pouliot,1996,
hep-th/9608024,Stephen H. Shenker,1996,Rutgers University
hep-th/9605209,A. A. Bytsenko,1996,
hep-th/9605209,Guido Cognola,1996,
hep-th/9605209,Sergio Zerbini,1996,
hep-th/9606157,Hodaka Oda,1996,
hep-th/9606157,Norisuke Sakai,1996,
hep-th/9606157,Tadakatsu Sakai,1996,
hep-th/9603173,Makoto Natsuume,1996,
hep-th/9603173,Norisuke Sakai,1996,
hep-th/9603173,Masamichi Sato,1996,Tokyo Institute of Technology
hep-th/9605006,A. Rivero,1996,"Dep Fisica Teorica, Univ Zaragoza"
hep-th/9603023,Kasper Olsen,1996,
hep-th/9605031,D. V. Antonov,1996,"ITEP, Moscow"
hep-th/9602112,F. Aldabe,1996,
hep-th/9602112,A. L. Larsen,1996,
hep-th/9607025,Philippe Droz-Vincent,1996,"Universite P. et M. Curie, Paris"
hep-th/9612253,S. E. Konstein,1996,
hep-th/9609029,Kazuo Fujikawa,1996,"Dept. of Physics, Univ. of Tokyo"
hep-th/9611030,A. P. C. Malbouisson,1996,
hep-th/9611030,B. F. Svaiter,1996,
hep-th/9611030,N. F. Svaiter,1996,
hep-th/9608016,F. Ghaboussi,1996,
hep-th/9608014,R. W. Gebert,1996,"IAS, Princeton"
hep-th/9608014,H. Nicolai,1996,"AEI, Potsdam"
hep-th/9610187,Takeo Inami,1996,
hep-th/9610187,Hiroaki Kanno,1996,
hep-th/9610187,Tatsuya Ueno,1996,
hep-th/9610187,Chuan-Sheng Xiong,1996,
hep-th/9610140,Clifford V. Johnson,1996,
hep-th/9610140,Robert C. Myers,1996,
hep-th/9602124,J. G. Russo,1996,
hep-th/9607113,S. Ramgoolam,1996,
hep-th/9607113,L. Thorlacius,1996,
hep-th/9606155,V. E. Rochev,1996,
hep-th/9602115,H. Grosse,1996,
hep-th/9602115,C. Klimcik,1996,
hep-th/9602115,P. Presnajder,1996,
hep-th/9601107,Vladimir O. Soloviev,1996,
hep-th/9612108,Paul S. Aspinwall,1996,
hep-th/9602074,S. Lukyanov,1996,
hep-th/9602074,Ya. Pugai,1996,
hep-th/9602123,Jordi Comellas,1996,
hep-th/9602123,Jose I. Latorre,1996,
hep-th/9608057,C. D. Fosco,1996,
hep-th/9608057,F. A. Schaposnik,1996,
hep-th/9604054,Mikhail S. Volkov,1996,
hep-th/9605049,M. Berkooz,1996,
hep-th/9605049,R. G. Leigh,1996,Rutgers
hep-th/9608022,Andrea Pasquinucci,1996,
hep-th/9608022,Kaj Roland,1996,
hep-th/9605201,Ori J. Ganor,1996,
hep-th/9608070,M. Bordag,1996,
hep-th/9608070,K. Kirsten,1996,Leipzig University
hep-th/9602166,Beatriz Gato-Rivera,1996,
hep-th/9602166,Jose Ignacio Rosado,1996,
hep-th/9602120,Ori J. Ganor,1996,
hep-th/9602120,Amihay Hanany,1996,
hep-th/9606021,R. Banerjee,1996,
hep-th/9606021,P. Mukherjee,1996,
hep-th/9604148,Valeri V. Dvoeglazov,1996,Universidad Aut\'onoma de Zacatecas
hep-th/9608097,Paul Mansfield,1996,
hep-th/9608146,George Khimshiashvili,1996,
hep-th/9608146,Alexander Ushveridze,1996,
hep-th/9610011,Lara De Nardo,1996,
hep-th/9610011,Dmitri V. Fursaev,1996,
hep-th/9610011,Gennaro Miele,1996,
hep-th/9603103,Federico Finkel,1996,
hep-th/9603103,Artemio Gonzalez-Lopez,1996,
hep-th/9603103,Miguel A. Rodriguez,1996,"Dept. of Theoretical Physics II, Universidad Complutense, Madrid"
hep-th/9609165,Konstadinos Sfetsos,1996,
hep-th/9607136,M. G. Harris,1996,
hep-th/9608063,Terry Gannon,1996,
hep-th/9607182,S. Deser,1996,
hep-th/9607182,M. Henneaux,1996,
hep-th/9607182,C. Teitelboim,1996,
hep-th/9601010,Klaus Behrndt,1996,
hep-th/9601010,Renata Kallosh,1996,
hep-th/9604174,Sergei Skorik,1996,
hep-th/9603017,Jian-Ge Zhou,1996,
